target_text,source_text,page_number
"Lgona ita edon tlernana ma'ta puka lirni, de it upni-tgarni lirni meman la ululu genni, de upa-wlada rodia puka kot kalwieda-paitiot di, de e riwra e rayor oleka Yesus.","When we Luang people had not yet received the words of the book/Bible, our ancestors of long ago said that when the ancestor westerners brought this book of the good news, they used the words: ""Jesus has been already born.""",20
Mere it yawala Lgonni la wniohor lir maranni de niwra: Wutmueha-Lai mieha ma Ntopru.,But our Luang language in the traditional language says: The One-and Only Son descends.,20
"La'pa itaweta tniopru, ha nnia'eratni de, emolmolan neka me itiwra maktopru la aralma.","When we say descent, it means that, it is like we are talking about descending in battle.",20
Ntopru nnia'eratni emakwalime ri'ida ndella heyanan pa nehtiar lia yawa.,The meaning of 'He descends' is just like a person who is up high and jumps down.,20
Puka lirni toto meman pa nod niohor it yawala Lgonni.,The book/Bible's words truly go along/back up our Luang language.,20
It yawalla Lgonni re'ela nwahainiana Uplerlawna lir yade'eni-yamoyanni la'a puka ralamni.,Our Luang language helps to make clear God's secret/deep words in the book/Bible.,20
"Itala it yawala Lgonni tatwakerkar wutlia puka ralamni de, emolmolan nekame po'a wnieta.","Let us use our Luang language to look closely into the book/Bible, just as if we were breaking it open.",20
"Etla puka ralamni de eniwra: Majus onde lirmelai niwra ahli bintang/astronot, yawala Lgona niwra makodia ukru-rehera, wniohora niwra makatu kakwieta lotielu lipni-rarlimna-laini.","It is in the book/Bible it says: The Majus or in Malay it says ahli bintang/astronot, the term in the Luang language is: those who do unusual things, in traditional language we say those who can discern the early morning stars.",20
"Noma la'pa makatu kakwieta lotielu lipni-rarlimna laini rla' pa ratiana Herodes, maktorna lodna-hairi ratiana riwra: ""Keke'en maka na'nama ha rayorniande etla me?","Then when those who discern the early morning stars went to ask Herodes, the one in charge of the kingdom they asked saying: ""Where is the child that was just born?'",20
Ama matian pa mtiut geni totpa amla'a.,We come and ask for you to point out the place for us to go (to find Him).',20
"Yoma ot E edmaka ktikiltarlia yeh tan miera, me khapar rerlia hlor wewnihi ne E' nanpena edmaka kodi plolli la Yehudi riwnu-halli ri!",Because He is the one who will go along the right path/path of righteousness and He only is the one who has power over this large number of Yehudi people.,21
"Herodes niwra: "" Age uplin niohora de!","Herodes said: ""I do not know about it!'",21
"Mere la'pa plola pa etla, de mikot a' tiotpena arie'e la guh idma-riama lia'arni.""","But if He really exists, then you tell me in order that I can worship him.""",21
Raye Herodes nmeh'a nekade naplinga.,King Herodes himself did not even know.,21
"Mere makanina-kamat niohora puka lirni de e ratga yoma la' puka ralamni de ed makakot nohora Mika lirni re'eni wolimni tniatarni yanullu niwra: Hei Betlaham Efrata yapatni, riy riwra o kuku'u-keke'u maiya Yehudi ri letni re.","But those who really knew the scriptures knew because in the book/Bible it talks about Mika's words in the fifth chapter and first verse saying: Oh Betlahem Efrata area, people say that you are the smallest of the villages in Yehudi.",21
Mere hota nwatiau let ku'umu di pa A'u ariana metam keranni idla pa nodi plolli la Israil makatenna ulga let dilla ululu plialiani.,But later coming from this your small village/area I will raise one who is very great to rule over Israil who came from this village from of old.,21
"Herodies natlina de namta'ata, yoma makwohor ulu-ktatrulu lirni, ne itmana tamta'at wali yoma it lirni la ululu meman mana, itiwria Wut mueha-Lai mieha nma Ntopru la noh marna, de emakwalime e nahak ya'arni la ri' maka edon kamta'ata Uplerlawna Mempulwatnu lirNi-tunNu.","When Herodes heard that he was afraid, because of the prophet's words, and we also are also afraid because in our words from the very beginning even, we say the One-and Only Son/Heir of the king will descend to the earth just like he is searching for war with those who do not respect God's Words.",21
"La'pa itwarora lira-tun muak ha tpaiknana la puka ralamni ri, de yana seslia pa tiwa plinu-plo' nek itla wniarora-wnialiai la Wutmueha-Lai mieha Ntopur la noh kerande wawannu.","If we think about the words that we have read in the book/Bible, let us not pretend that we do not know about the thinking that the One-and Only Son/Heir will descend on the earth.",21
"Yoma Enatga de ita maiyi Lgon di, de tlerla yahuri-yawo'ora.","Because He knows that we here in Luang, are fighting.",21
Itiwra Lgon di ed makodia deulu-tatra plola-mneha mere twaldionia de tamat mera-tawul kgaulu pa hota narieiniande it uhwanu mana edona napniarwutlia wirtawi wewerna makokarla lyanti me mur la'a plalahwa maka kwahipnila noha uwarnu.,We say that this Luang is what carries traditional true law but yet we seize each other's possessions so that later the result will be that will not prosper (lit. our sprouts will not grow into wide leaves which push up for the sky and our roots will not be long and grow deep into the ground).,21
Edona twarornana lira puka ralamni niwra Wutmeha-Lai mieha Ntopur de nodia kalwieda-paitiota rhinlel tiutu-relan mahmara yoma Natga de itawlar hal oleka kalwiedni-paitiotni?,Why are we not thinking about/paying attention to the words in the book/Bible which say the One-and-Only Son/Heir will descend bringing true judgment? He will descend because He knows that we have run away already from peace.,21
Twer it matni la a'na riyi patiata Lgona ri.,Let us pay attention to (the needs of) these widows and orphans (the destitute) here in Luang.,21
Yan itwei pia meti nhapenga nanpena itna'aili.,Let us not wait until full tide before we go fishing (let us not put off helping them).,21
Ne emkameni la a'na riyi patiata?,What about the widows/poor?,21
"Dari nwewar noha, towa namatia krita-watrora, emkameni la Lgon uhunu riwni polpuolu wakwakni la maktera-kdema, makohi-kara, makawilla-kayomtia.","Nets are all over the island, traps? are killing octopus and shellfish, how about the many Luang people's cry to the one who cares for people, the Creator and Sustainer?",22
Yesus Nmai die nodia kalwiedni pa yan tahuri-tawo'or nohora meti haru.,Jesus came to bring peace so that we do not argue about harvesting the reef.,22
"Mutu Mnoa riwa ir metni, Enwiawna riwra ir metni.","People from West Luang say it is their reef, People from East Luang say it is their reef.",22
Upa-tgara rhi' taru-ryaptarg oleka watu niohora autiatra mere tuwuari-laweru rwatutlia matmera wulkgaulu.,"The ancestors already created a boundary, but the young people are learning to seize other possessions.",22
Tui nakottarga de Lgona ohorni-Mniet apannu ed makodia rinni-woki maiye Lgona Nohinna-Ray amni di.,History says that Luang's navel-and Mnietu's stomach are the ones that bring refreshment to Luang (lit. island of our mothers-land of our fathers).,22
"Mutu Mnioa la'pa rwa'ilga maranni de Enwiawna Mnietu edmaka kpolliohora, mere etla me?","West Luang, when they agreed traditionally, said that Enwiawna Mnietu are the ones to do the rebuking, but where is it?",22
"Mutu Mnoa rora Enwiawna riwa rwanatarla metkierna wawannu, de Letupnu edmaka kpolliohora, mere etla me?","When West Luang and East Luang want to make rules about the reef, it is Letupnu that must rebuke, but where is it?",22
La' Amsal wniahaurni re'eni teramporu wehrani woru tatarni teramporu wehrani wo'awa eniwra: Yana mpuatitnia rira tiemni-liannu la'a tan ululu maka ha muplin niohora wniahaurnu la upmu-tgarmu lerni.,"In Psalms chapter twenty-two, verse twenty-eight it says: Do not move a boundary marker from old land concerning which you do not know the discussion from your ancestors time.",22
"Orgahi-Orha'a Yesus Makamori-kalewna Niwra: Atiopurla nohkerna wawannu, de mimiat niohor A'u yoma mpiata'wa a ge'nu, de lep mutmu-lakpona rpennian A'u pede mliernan alia pip-diuma lowanikrahani.","The Lord Jesus Christ says: I am descending to the earth, you know about Me because you have searched for My place; the inns were too full for me therefore you found Me in the goat and sheep stable.",22
Lirmi-yatmi ukru-rehermi rtutnian alia a i'nu riwni wawannu.,Your knowledge and insight found me in my mother's lap.,22
Rariwa-rahai alia pipi-wawi geni tienni.,They have placed me in the sheep and goat's place.,22
"Maktorna krita o'tani me hairi lia wuwannu mana, edona rkil mia't ma'u pa hota Auwali pia Amua teman ti makdena Lgona miy die, hota A'g emolmolla makwuri-makgalla la mela plinniohora!","The one who is all powerful/kings (lit. holds the octopus head and the flags top) also, they have not yet seen me so later I will return and come to meet you Luang people, I will be like a thief at night which you do not know about!",22
Lgon twahniorta!,Luang people pay attention!,22
Plola/Amin Itkalwiedni.,True Peace to you.,22
