verse,text
ACT 13:8,"Akan tetapi, Elimas, tukang sihir itu, karena begitulah namanya diterjemahkan, menentang Barnabas dan Saulus, dengan berusaha membelokkan Prokonsul itu dari imannya."
ACT 13:9,"Namun, Saulus, yang juga dikenal sebagai Paulus, dipenuhi dengan Roh Kudus, menatap Elimas,"
ACT 13:10,"dan berkata, “Hai kamu, yang penuh dengan segala tipu muslihat dan segala kejahatan, kamu adalah anak Iblis, kamu adalah musuh dari segala kebenaran, tidak inginkah kamu berhenti membelokkan jalan Tuhan yang lurus?"
ACT 13:11,"Sekarang, lihatlah, tangan Tuhan datang ke atasmu dan kamu akan menjadi buta dan tidak melihat matahari selama beberapa waktu.” Seketika itu juga, kabut dan kegelapan turun atasnya dan ia pergi berkeliling mencari orang untuk menuntun tangannya."
ACT 13:12,"Lalu, Prokonsul itu menjadi percaya ketika melihat apa yang telah terjadi karena ia kagum terhadap ajaran Tuhan."
ACT 13:13,"Suatu saat, Paulus dan orang-orang yang besertanya berlayar dari Pafos sampai ke Perga, di Pamfilia, tetapi Yohanes meninggalkan mereka dan kembali ke Yerusalem."
ACT 13:14,"Namun, Saulus dan Barnabas melanjutkan perjalanan dari Perga dan sampai di Antiokhia, di Pisidia. Dan, pada hari Sabat, mereka pergi ke sinagoge dan duduk di sana."
ACT 13:15,"Setelah pembacaan Hukum Taurat dan kitab para nabi, kepala-kepala sinagoge menyuruh orang berkata kepada kedua rasul itu, “Saudara-saudara, jika kamu memiliki kata-kata penghiburan untuk orang-orang ini, katakanlah.”"
ACT 13:16,"Maka, Paulus berdiri dan memberi isyarat dengan tangannya dan berkata, “Hai orang-orang Israel dan kamu yang takut akan Allah, dengarkan!"
ACT 13:17,"Allah bangsa Israel ini telah memilih nenek moyang kita dan meninggikan bangsa kita selama mereka tinggal di tanah Mesir dan dengan lengan yang terangkat, Ia memimpin mereka keluar dari situ."
ACT 13:18,"Selama sekitar empat puluh tahun, Ia bersabar terhadap tingkah laku mereka di padang belantara."
ACT 13:19,"Dan, setelah Ia membinasakan tujuh bangsa di tanah Kanaan, Ia mewariskan tanah itu."
ACT 13:20,"Semua ini terjadi kira-kira selama 450 tahun. Setelah itu, Allah menyerahkan kepada mereka hakim-hakim sampai pada masa Nabi Samuel."
ACT 13:21,"Kemudian, mereka meminta seorang raja, dan Allah memberi mereka Saul, anak laki-laki Kish, orang dari suku Benyamin, selama empat puluh tahun."
ACT 13:22,"Setelah Allah menyingkirkan Saul, Allah membangkitkan Daud untuk menjadi raja mereka, yang tentangnya Allah telah bersaksi dan berkata, ‘Aku telah menemukan Daud, anak laki-laki Isai, orang yang berkenan di hati-Ku, yang akan melakukan semua kehendak-Ku.’"
ACT 13:23,"Dari keturunan orang ini, Allah, sesuai janji-Nya, membawa kepada Israel seorang Juru Selamat, yaitu Yesus."
ACT 13:24,"Sebelum kedatangan Yesus, Yohanes telah memberitakan sebelumnya tentang baptisan pertobatan kepada semua orang Israel."
ACT 13:25,"Dan, sementara Yohanes sedang menyelesaikan tugasnya, ia terus berkata, ‘Kamu kira siapa aku ini? Aku bukan Dia. Namun, lihatlah, Seseorang datang setelah aku, sandal di kaki-Nya pun aku tidak layak melepaskannya.’"
ACT 13:26,"Saudara-saudara, keturunan keluarga Abraham dan orang-orang di antara kamu yang takut akan Allah, kepada kita berita keselamatan ini telah disampaikan."
ACT 13:27,"Sebab, mereka yang tinggal di Yerusalem dan para pemimpin mereka, yang tidak mengenali Dia dan tidak memahami ucapan para nabi, yang dibacakan setiap hari Sabat, telah menggenapi ucapan para nabi itu dengan menghukum Yesus."
ACT 13:28,"Dan, sekalipun mereka tidak menemukan alasan apa pun untuk hukuman mati, mereka meminta Pilatus untuk membunuh-Nya."
ACT 13:29,"Dan, ketika mereka menggenapi semua yang tertulis tentang Dia, mereka menurunkan-Nya dari kayu salib dan membaringkan-Nya di dalam kuburan."
ACT 13:30,"Akan tetapi, Allah membangkitkan Dia dari antara orang mati,"
ACT 13:31,"dan selama berhari-hari, Yesus menampakkan diri kepada orang-orang yang bersama dengan-Nya dari Galilea sampai Yerusalem, yang sekarang menjadi saksi-saksi-Nya bagi bangsa ini."
ACT 13:32,"Dan, kami membawa bagimu Kabar Baik tentang janji Allah kepada nenek moyang kita,"
ACT 13:33,"bahwa Allah telah menepati janji itu bagi kita, anak-anak mereka, dengan membangkitkan Yesus, seperti yang tertulis dalam kitab Mazmur pasal dua: ‘Engkau adalah Anak-Ku. Hari ini, Aku telah menjadi Bapa-Mu.’"
ACT 13:34,"Tentang Allah yang membangkitkan Yesus dari antara orang mati, tidak akan lagi kembali kepada kebinasaan, Allah telah berkata, ‘Aku akan memberikan kepadamu berkat yang kudus dan dapat dipercaya, yang diberikan kepada Daud.’"
ACT 13:35,"Itulah sebabnya, Ia juga berkata dalam Mazmur yang lain, ‘Engkau tidak akan membiarkan Orang Kudus-Mu melihat kebinasaan.’"
ACT 13:36,"Sebab, Daud, setelah melayani generasinya sendiri oleh karena kehendak Allah, lalu mati, dan dibaringkan di antara nenek moyangnya, serta melihat kebinasaan,"
ACT 13:37,"tetapi Yesus yang Allah bangkitkan dari antara orang mati, tidak melihat kebinasaan."
ACT 13:38,"Oleh karena itu, biarlah diketahui olehmu, Saudara-saudara, bahwa melalui Dia inilah pengampunan atas dosa-dosa dinyatakan kepadamu,"
ACT 13:39,"dan melalui-Nya, setiap orang yang percaya dibebaskan dari segala sesuatunya, yang darinya kamu tidak dapat dibebaskan oleh Hukum Taurat Musa."
ACT 13:40,"Jadi, berhati-hatilah supaya hal-hal yang dikatakan di dalam kitab para nabi tidak terjadi padamu:"
ACT 13:41,"‘Lihatlah, hai para pengejek! Terkejut dan binasalah, karena Aku melakukan pekerjaan di zamanmu, sebuah pekerjaan yang tidak akan kamu percaya, bahkan jika seseorang menjelaskannya kepadamu.’”"
ACT 13:42,"Sementara Paulus dan Barnabas keluar, orang-orang memohon agar mereka menyampaikan tentang firman itu pada hari Sabat berikutnya."
ACT 13:43,"Setelah pertemuan di sinagoge itu selesai, banyak orang Yahudi dan para proselit yang takut akan Tuhan mengikuti Paulus dan Barnabas, yang berbicara kepada mereka dan mendorong mereka untuk terus tinggal di dalam anugerah Allah."
ACT 13:44,"Pada hari Sabat berikutnya, hampir semua orang di kota berkumpul untuk mendengar firman Tuhan."
ACT 13:45,"Akan tetapi, ketika orang-orang Yahudi melihat keramaian itu, mereka dipenuhi iri hati dan mulai menentang apa yang dikatakan oleh Paulus sambil menghujatnya."
ACT 13:46,"Lalu, Paulus dan Barnabas menjawabnya dengan berani dan berkata, “Hal ini penting bahwa firman Allah seharusnya dinyatakan kepadamu lebih dahulu. Karena kamu menolaknya dan menganggap dirimu tidak pantas memiliki hidup yang kekal, lihatlah, kami berpaling kepada bangsa-bangsa lain."
ACT 13:47,"Sebab, beginilah Tuhan memberi perintah kepada kami: ‘Aku telah menjadikanmu terang bagi bangsa-bangsa lain supaya kamu dapat membawa keselamatan sampai ke ujung bumi.’”"
ACT 13:48,"Ketika orang-orang bukan Yahudi itu mendengar hal ini, mereka bersukacita dan memuliakan firman Tuhan. Dan, sebanyak yang telah ditentukan untuk hidup kekal, menjadi percaya."
ACT 13:49,"Maka, firman Tuhan menyebar ke seluruh wilayah itu."
ACT 13:50,"Akan tetapi, orang-orang Yahudi menghasut wanita-wanita saleh yang terhormat dan orang-orang penting di kota, dan membangkitkan penganiayaan terhadap Paulus dan Barnabas, serta mengusir keduanya ke luar dari daerah perbatasan mereka."
ACT 13:51,"Namun, sambil mengebaskan debu dari kaki mereka terhadap orang-orang Yahudi di sana, Paulus dan Barnabas pergi ke Ikonium."
ACT 13:52,"Dan, para murid dipenuhi dengan sukacita dan dengan Roh Kudus."
ACT 14:1,"Dan, terjadilah, di Ikonium, Paulus dan Barnabas masuk bersama ke sinagoge orang Yahudi dan berbicara sedemikian rupa sehingga sejumlah besar orang, baik orang Yahudi maupun orang Yunani, menjadi percaya."
ACT 14:2,"Namun, orang-orang Yahudi yang tidak percaya menghasut orang-orang bukan Yahudi dan meracuni pikiran mereka melawan orang-orang percaya."
ACT 14:3,"Maka, mereka tinggal di sana dalam waktu yang lama sambil berbicara dengan berani bagi Tuhan, yang memberi kesaksian tentang berita anugerah-Nya, serta mengaruniakan tanda-tanda ajaib dan mukjizat-mukjizat yang terjadi melalui tangan mereka."
ACT 14:4,"Akan tetapi, orang-orang di kota itu terbagi-bagi, sebagian berpihak kepada orang-orang Yahudi dan sebagian kepada para rasul."
ACT 14:5,"Ketika suatu usaha dibuat, baik oleh orang-orang bukan Yahudi maupun orang-orang Yahudi, dengan para pemimpin mereka, untuk menganiaya dan melempari para rasul dengan batu,"
ACT 14:6,"Paulus dan Barnabas mengetahuinya dan melarikan diri ke Listra dan Derbe, kota-kota di Likaonia, dan ke wilayah di sekitarnya."
ACT 14:7,"Dan, di sana, mereka terus memberitakan Injil."
ACT 14:8,"Di Listra, ada seseorang sedang duduk yang lemah kakinya, lumpuh dari kandungan ibunya dan belum pernah berjalan."
ACT 14:9,"Orang itu sedang mendengarkan Paulus ketika ia sedang berbicara, setelah Paulus menatapnya dan melihat bahwa orang itu memiliki iman untuk disembuhkan,"
ACT 14:10,"Paulus berbicara dengan suara keras, “Berdirilah tegak dengan kakimu.” Lalu, orang itu melompat dan mulai berjalan."
ACT 14:11,"Ketika orang banyak melihat apa yang telah Paulus lakukan, mereka mengangkat suara mereka dengan berbicara dalam bahasa Likaonia, “Dewa-dewa telah turun ke tengah-tengah kita dan menjadi serupa dengan manusia!”"
ACT 14:12,Orang-orang itu menyebut Barnabas sebagai Zeus dan Paulus sebagai Hermes karena ia yang memimpin pembicaraan.
ACT 14:13,"Imam dewa Zeus, yang kuilnya berada di luar kota, membawa lembu-lembu jantan dan rangkaian bunga ke pintu gerbang kota. Ia dan orang banyak itu ingin mempersembahkan kurban kepada Paulus dan Barnabas."
ACT 14:14,"Akan tetapi, ketika rasul Barnabas dan rasul Paulus mendengar hal itu, mereka merobek pakaian mereka dan berlari masuk ke tengah-tengah orang banyak itu, sambil berseru,"
ACT 14:15,"dan berkata, “Saudara-saudara, mengapa kamu melakukan semua hal ini? Kami juga manusia biasa sama seperti kamu dan membawa Kabar Baik bagi kamu supaya kamu berbalik dari hal-hal yang sia-sia ini kepada Allah yang hidup, yang menciptakan langit, dan bumi, dan laut, dan segala sesuatu yang ada di dalamnya."
ACT 14:16,"Di generasi-generasi yang lalu, Ia membiarkan semua bangsa berjalan menurut jalan-jalannya sendiri."
ACT 14:17,"Namun, Ia tidak membiarkan diri-Nya tanpa saksi. Sebab, Ia melakukan yang baik dengan memberikan kepadamu hujan dari langit dan musim-musim berbuah yang memuaskan hatimu dengan makanan dan kegembiraan.”"
ACT 14:18,"Sekalipun dengan mengatakan semua hal itu, mereka sulit menghentikan orang banyak itu agar tidak mempersembahkan kurban bagi mereka."
ACT 14:19,"Akan tetapi, orang-orang Yahudi datang dari Antiokhia dan Ikonium, dan setelah membujuk orang banyak itu, mereka melempari Paulus dengan batu dan menyeretnya ke luar kota karena mengira bahwa Paulus sudah mati."
ACT 14:20,"Namun, ketika para murid mengelilingi Paulus, ia berdiri dan kembali masuk ke kota. Pada hari berikutnya, ia berangkat bersama dengan Barnabas ke Derbe."
ACT 14:21,"Setelah mereka memberitakan Injil di kota itu dan telah membuat banyak murid, mereka kembali ke Listra, dan ke Ikonium, dan ke Antiokhia,"
ACT 14:22,"sambil menguatkan jiwa para murid, mendorong mereka untuk bertekun di dalam iman, dan mengatakan bahwa kita harus memasuki Kerajaan Allah melalui banyak penderitaan."
ACT 14:23,"Ketika Paulus dan Barnabas menunjuk penatua-penatua bagi mereka di setiap jemaat, setelah berdoa dengan berpuasa, mereka menyerahkan para penatua itu kepada Tuhan, yang kepada-Nya mereka telah percaya."
ACT 14:24,"Kemudian, mereka melewati Pisidia dan sampai di Pamfilia."
ACT 14:25,"Lalu, ketika mereka telah mengabarkan firman di Perga, mereka turun ke Atalia."
ACT 14:26,"Dari sana, mereka berlayar ke Antiokhia, tempat mereka telah diserahkan kepada anugerah Allah untuk pekerjaan yang sudah mereka selesaikan."
ACT 14:27,"Ketika mereka sampai dan berkumpul bersama dengan jemaat, mereka melaporkan semua hal yang telah Allah perbuat bersama dengan mereka dan bagaimana Ia telah membukakan pintu iman bagi bangsa-bangsa lain."
ACT 14:28,"Dan, mereka tinggal bersama para murid untuk waktu yang lama."
ACT 15:1,"Kemudian, beberapa orang turun dari Yudea dan mengajar saudara-saudara seiman, “Jika kamu tidak disunat sesuai dengan adat istiadat Musa, kamu tidak dapat diselamatkan.”"
ACT 15:2,"Lalu, ketika terjadi perselisihan dan perdebatan yang tidak kecil antara Paulus dan Barnabas dengan orang-orang itu, mereka memutuskan bahwa Paulus dan Barnabas, serta beberapa orang lainnya dari mereka, harus naik ke Yerusalem untuk bertemu dengan para rasul dan para penatua terkait dengan persoalan ini."
ACT 15:3,"Maka, setelah diantar ke dalam perjalanan oleh para jemaat, mereka melewati Fenisia dan Samaria sambil menceritakan dengan jelas tentang pertobatan bangsa-bangsa lain, dan hal itu membawa sukacita besar bagi semua saudara seiman."
ACT 15:4,"Ketika mereka sampai di Yerusalem, mereka disambut oleh para jemaat, para rasul, dan para penatua, lalu mereka menceritakan segala sesuatu yang telah Allah perbuat melalui mereka."
ACT 15:5,"Namun, beberapa orang dari golongan Farisi yang sudah percaya berdiri dan berkata, “Penting untuk menyunat mereka dan untuk memerintahkan mereka agar mematuhi Hukum Musa!”"
ACT 15:6,Para rasul dan penatua bertemu bersama untuk membicarakan persoalan ini.
ACT 15:7,"Setelah berlangsung perdebatan yang panjang di sana, Petrus berdiri dan berkata kepada mereka, “Saudara-saudara, kamu tahu bahwa pada zaman dahulu Allah telah membuat pilihan di antara kamu bahwa melalui mulutku, bangsa-bangsa lain akan mendengar berita Injil dan menjadi percaya."
ACT 15:8,"Dan, Allah, yang mengenal hati manusia, telah bersaksi kepada mereka dengan memberikan Roh Kudus kepada mereka, sama seperti yang telah dilakukan-Nya kepada kita,"
ACT 15:9,"dan Ia tidak membeda-bedakan antara kita dengan mereka, setelah Ia menyucikan hati mereka melalui iman."
ACT 15:10,"Jadi sekarang, mengapa kamu mencobai Allah dengan meletakkan kuk yang berat di leher para murid yang, baik nenek moyang kita maupun kita, tidak akan pernah sanggup menanggungnya?"
ACT 15:11,"Namun, kita percaya bahwa kita diselamatkan melalui anugerah Tuhan Yesus, sama seperti mereka juga.”"
ACT 15:12,"Kemudian, seluruh kumpulan orang itu terdiam dan mereka mendengarkan Barnabas dan Paulus, sementara kedua rasul itu menjelaskan segala tanda dan mukjizat yang telah Allah perbuat melalui mereka di antara bangsa-bangsa lain."
ACT 15:13,"Setelah mereka berhenti bicara, Yakobus menjawab, “Saudara-saudara, dengarkan aku."
ACT 15:14,"Simon telah menjelaskan bagaimana Allah sejak awal sudah memperhatikan bangsa-bangsa lain, untuk mengambil dari antara bangsa itu suatu umat bagi nama-Nya."
ACT 15:15,"Perkataan para nabi menyetujui hal ini, seperti yang tertulis,"
ACT 15:16,"‘Setelah ini, Aku akan kembali. dan akan membangun kembali Kemah Daud yang sudah runtuh. Aku akan membangun kembali puing-puingnya, dan Aku akan memugarnya,"
ACT 15:17,"supaya umat manusia yang tersisa dapat mencari Tuhan, dan semua bangsa lain yang dipanggil melalui nama-Ku, yang melakukan semua ini,’ firman Allah, yang melakukan semuanya ini,"
ACT 15:18,telah diketahui sejak permulaan zaman.
ACT 15:19,"Jadi, aku berpendapat bahwa kita seharusnya tidak menyulitkan orang-orang dari bangsa lain yang telah berbalik kepada Allah."
ACT 15:20,"Namun, kita seharusnya menulis kepada mereka agar mereka menjauhkan diri dari hal-hal yang dicemari oleh berhala-berhala, dan dari dosa-dosa seksual, serta dari apa yang telah dicekik, dan dari darah."
ACT 15:21,"Sebab, sejak generasi terdahulu, Musa telah mempunyai, di setiap kota, orang-orang yang memberitakannya karena dibacakan di sinagoge-sinagoge setiap hari Sabat.”"
ACT 15:22,"Lalu, dipandang baik oleh para rasul, dan penatua, dan seluruh jemaat, memilih orang-orang dari antara mereka untuk diutus ke Antiokhia bersama Paulus dan Barnabas. Mereka mengutus Yudas yang disebut Barsabas, serta Silas, para pemimpin di antara saudara-saudara seiman,"
ACT 15:23,"dan mereka menulis surat dengan tangan mereka, demikian: “Dari rasul-rasul dan penatua-penatua, saudara-saudara seimanmu, kepada semua saudara seiman bukan Yahudi di Antiokhia, dan Siria, dan Kilikia, salam!"
ACT 15:24,"Karena kami telah mendengar bahwa beberapa orang dari antara kami, yang kepada mereka kami tidak memberi perintah, telah mengganggumu dengan perkataan mereka yang menggoyahkan jiwamu,"
ACT 15:25,"hal ini dipandang baik bagi kami, setelah menjadi sepakat, untuk memilih orang-orang dan mengutus mereka kepadamu bersama dengan saudara-saudara kami yang terkasih, Barnabas dan Paulus,"
ACT 15:26,"yang telah mempertaruhkan hidup mereka demi nama Tuhan kita, Kristus Yesus."
ACT 15:27,"Oleh karena itu, kami mengutus Yudas dan Silas, yang mereka sendiri akan memberitahukan hal-hal yang sama secara lisan."
ACT 15:28,"Sebab, alangkah baiknya bagi Roh Kudus dan bagi kami untuk meletakkan beban di atasmu yang tidak lebih berat daripada yang perlu ini,"
ACT 15:29,"bahwa kamu menjauhkan diri apa telah dipersembahkan kepada berhala, dan dari darah, dan dari apa yang mati dicekik, dan dari dosa seksual. Jika kamu menjaga dirimu sendiri dari hal-hal ini, kamu melakukan yang baik. Sampai jumpa.”"
ACT 15:30,"Setelah mereka berpamitan, mereka turun ke Antiokhia, dan setelah mengumpulkan jemaat, mereka menyerahkan surat tersebut."
ACT 15:31,"Ketika orang-orang percaya membacanya, mereka bersukacita karena penghiburan itu."
ACT 15:32,"Yudas dan Silas, yang mereka sendiri adalah nabi, meneguhkan dan menguatkan saudara-saudara seiman dengan banyak perkataan."
ACT 15:33,"Dan, setelah mereka tinggal di sana untuk beberapa waktu, orang-orang percaya itu melepas mereka pulang dengan damai kepada orang-orang yang telah mengutus mereka."
ACT 15:34,"[Akan tetapi, dianggap baik bagi Silas untuk tetap tinggal di sana.]"
ACT 15:35,"Namun, Paulus dan Barnabas tinggal di Antiokhia, sambil mengajar dan memberitakan firman Tuhan bersama dengan banyak orang lain juga."
ACT 15:36,"Setelah beberapa hari, Paulus berkata kepada Barnabas, “Ayo, kita kembali dan mengunjungi saudara-saudara seiman di setiap kota, tempat kita memberitakan firman Tuhan untuk melihat bagaimana keadaan mereka.”"
ACT 15:37,Barnabas ingin mengajak juga Yohanes yang dipanggil Markus.
ACT 15:38,"Akan tetapi, Paulus menganggap bahwa tidak seharusnya mengajak orang yang telah meninggalkan mereka di Pamfilia dan tidak pergi bersama mereka untuk pekerjaan itu."
ACT 15:39,"Maka, terjadilah perselisihan yang tajam sehingga mereka berpisah satu sama lain. Barnabas membawa serta Markus dan berlayar ke wilayah Siprus,"
ACT 15:40,"tetapi Paulus memilih Silas dan pergi, setelah diserahkan oleh saudara-saudara seiman ke dalam anugerah Tuhan."
ACT 15:41,"Dan, ia melewati Siria dan Kilikia sambil meneguhkan para jemaat."
ACT 16:1,"Paulus juga datang ke Derbe dan Listra. Dan, lihatlah ada seorang murid di sana, namanya Timotius, anak dari seorang wanita Yahudi yang sudah percaya, tetapi ayahnya adalah orang Yunani."
ACT 16:2,Ia dikenal baik oleh saudara-saudara seiman di Listra dan Ikonium.
ACT 16:3,"Paulus ingin Timotius pergi bersama dengannya, maka ia mengajaknya dan menyunatnya karena orang-orang Yahudi yang tinggal di daerah itu. Sebab, mereka semua tahu bahwa ayahnya adalah orang Yunani."
ACT 16:4,"Sementara mereka berjalan melewati kota-kota, mereka menyampaikan ketentuan-ketentuan bagi orang-orang percaya agar ditaati, yang telah diputuskan oleh para rasul dan penatua yang ada di Yerusalem."
ACT 16:5,Para jemaat pun diteguhkan di dalam iman dan jumlah mereka bertambah setiap hari.
ACT 16:6,"Lalu, mereka pergi melewati wilayah Frigia dan Galatia karena telah dihalangi oleh Roh Kudus untuk mengatakan firman di Asia."
ACT 16:7,"Ketika mereka sudah sampai di Misia, mereka berusaha pergi ke Bitinia, tetapi Roh Yesus tidak mengizinkan mereka."
ACT 16:8,"Maka, setelah melewati Misia, mereka turun ke Troas."
ACT 16:9,"Suatu penglihatan muncul kepada Paulus pada waktu malam. Seseorang dari Makedonia sedang berdiri dan memohon kepadanya, katanya, “Datanglah ke Makedonia dan tolonglah kami.”"
ACT 16:10,"Setelah Paulus melihat penglihatan itu, kami berusaha dengan segera berangkat ke Makedonia, setelah menyimpulkan bahwa Allah telah memanggil kami untuk memberitakan Injil kepada mereka."
ACT 16:11,"Karena itu, setelah berlayar dari Troas, kami langsung berlayar ke Samotrake, dan pada hari berikutnya ke Neapolis,"
ACT 16:12,"dan dari sana ke Filipi, kota utama di wilayah Makedonia dan sebuah kota jajahan Roma. Kami tinggal di kota itu selama beberapa hari."
ACT 16:13,"Lalu, pada hari Sabat, kami pergi ke luar pintu gerbang kota menuju ke tepi sungai, tempat kami berpikir bahwa di sana ada tempat berdoa. Kami pun duduk dan berbicara dengan para wanita yang sedang berkumpul."
ACT 16:14,"Seorang wanita bernama Lidia, dari kota Tiatira, seorang penjual kain ungu yang menyembah Allah. Tuhan membuka hatinya untuk memperhatikan apa yang Paulus katakan."
ACT 16:15,"Dan, setelah Lidia dan semua orang yang tinggal di rumahnya dibaptis, ia memohon kepada kami, katanya, “Jika engkau menganggap aku percaya dengan teguh kepada Tuhan, datanglah ke rumahku dan tinggallah di sana.” Dan, ia mendesak kami."
ACT 16:16,"Sementara, kami sedang pergi ke tempat berdoa, seorang budak perempuan, yang memiliki roh untuk meramal menemui kami. Ia membawa banyak keuntungan kepada para majikannya melalui ramalan-ramalannya."
ACT 16:17,"Perempuan itu mengikuti Paulus dan kami sambil berteriak, “Orang-orang ini adalah hamba-hamba Allah Yang Mahatinggi, yang memberitakan jalan keselamatan kepadamu!”"
ACT 16:18,"Ia terus melakukannya selama berhari-hari. Paulus, karena menjadi sangat marah, berbalik dan berkata kepada roh itu, “Aku perintahkan kamu dalam nama Kristus Yesus untuk keluar dari dia!” Lalu, roh itu keluar, seketika itu juga."
ACT 16:19,"Akan tetapi, ketika para majikannya melihat bahwa harapan mereka akan keuntungan sudah lenyap, mereka menangkap Paulus dan Silas, serta menyeret mereka ke tempat umum di hadapan para penguasa."
ACT 16:20,"Dan, ketika mereka sudah membawa Paulus dan Silas kepada hakim-hakim kepala, mereka berkata, “Orang-orang ini adalah orang-orang Yahudi dan sedang mengacau di kota kita."
ACT 16:21,Mereka mengajarkan adat istiadat yang tidak benar untuk kita terima atau lakukan sebagai orang Roma.”
ACT 16:22,"Orang banyak itu bangkit bersama-sama menyerang Paulus dan Silas dan para hakim kota merobek pakaian Paulus dan Silas, serta memerintahkan mereka untuk memukuli keduanya dengan tongkat."
ACT 16:23,"Setelah masih menganiaya Paulus dan Silas dengan banyak pukulan, mereka melemparkannya ke dalam penjara dan memerintahkan kepala penjara untuk menjaga Paulus dan Silas dengan ketat."
ACT 16:24,"Setelah menerima perintah itu, kepala penjara memasukkan Paulus dan Silas ke penjara bagian dalam dan memasung kaki mereka dengan belenggu."
ACT 16:25,"Kira-kira tengah malam, Paulus dan Silas sedang berdoa dan menyanyikan lagu-lagu pujian bagi Allah, dan para tahanan lainnya pun mendengar mereka."
ACT 16:26,"Lalu, tiba-tiba terjadi gempa bumi yang besar sehingga fondasi penjara itu terguncang. Dan, tiba-tiba semua pintu terbuka dan belenggu setiap orang terlepas."
ACT 16:27,"Ketika kepala penjara bangun dan melihat pintu-pintu penjara telah terbuka, ia mencabut pedangnya dan hampir membunuh dirinya sendiri karena ia mengira para tahanan telah melarikan diri."
ACT 16:28,"Namun, Paulus berteriak dengan suara keras, “Jangan membahayakan dirimu sendiri karena kami semua di sini!”"
ACT 16:29,"Kemudian, kepala penjara itu meminta lampu dan segera berlari masuk, lalu sambil gemetaran, ia sujud di hadapan Paulus dan Silas."
ACT 16:30,"Setelah itu, ia membawa mereka ke luar dan berkata, “Tuan-tuan, apa yang harus aku lakukan agar diselamatkan?”"
ACT 16:31,"Dan, mereka menjawab, “Percayalah dalam Tuhan Yesus dan kamu akan diselamatkan, kamu dan semua orang yang tinggal di rumahmu.”"
ACT 16:32,"Kemudian, Paulus dan Silas memberitakan firman Tuhan kepada kepala penjara itu dan kepada semua orang yang ada di dalam rumahnya."
ACT 16:33,"Setelah itu, ia membawa Paulus dan Silas, malam itu juga, dan membasuh luka-luka mereka, lalu ia dan seluruh keluarganya segera dibaptis."
ACT 16:34,"Kemudian, kepala penjara membawa Paulus dan Silas ke rumahnya dan menghidangkan makanan. Ia sangat bersukacita karena telah percaya kepada Allah, bersama seisi rumahnya."
ACT 16:35,"Akan tetapi, ketika sudah siang, para pembesar kota mengutus pejabat-pejabat kota dengan perintah, “Bebaskan orang-orang itu!”"
ACT 16:36,"Dan, kepala penjara memberitahukan pesan itu kepada Paulus, katanya, “Hakim-hakim kota telah memerintahkan untuk membebaskanmu. Karena itu, keluarlah sekarang dan pergilah dalam kedamaian!”"
ACT 16:37,"Namun, Paulus berkata kepada mereka, “Orang-orang itu telah memukuli kami di depan umum, tanpa diadili, orang-orang yang adalah warga negara Roma, dan telah melemparkan kami ke dalam penjara. Lalu, apakah sekarang mereka mengeluarkan kami secara diam-diam? Tidak! Biarkan mereka sendiri datang dan mengeluarkan kami.”"
ACT 16:38,Para polisi itu memberitahukan perkataan-perkataan itu kepada para pembesar kota. Mereka takut ketika mereka mendengar bahwa Paulus dan Silas adalah warga negara Roma.
ACT 16:39,"Mereka pun datang dan meminta maaf kepada Paulus dan Silas. Setelah mereka mengeluarkan Paulus dan Silas, mereka meminta supaya keduanya meninggalkan kota itu."
ACT 16:40,"Setelah keluar dari penjara, mereka masuk ke rumah Lidia. Ketika mereka melihat saudara-saudara seiman, Paulus dan Silas meneguhkan hati mereka, lalu pergi."
ACT 17:1,"Suatu saat, ketika Paulus dan Silas telah melewati Amfipolis dan Apolonia, mereka sampai di Tesalonika, di mana ada sebuah sinagoge orang Yahudi."
ACT 17:2,"Lalu, sesuai kebiasaan Paulus, ia masuk ke antara mereka, dan selama tiga hari Sabat berbicara dengan mereka dari Kitab Suci,"
ACT 17:3,"sambil menjelaskan dan membuktikan bahwa Kristus harus menderita dan bangkit dari antara orang mati, dengan berkata, “Yesus ini, yang sedang kuberitakan kepadamu, adalah Kristus.”"
ACT 17:4,"Lalu, sebagian dari mereka diyakinkan dan bergabung dengan Paulus dan Silas, bersama dengan sejumlah besar orang Yunani yang takut akan Allah dan tidak sedikit wanita-wanita terhormat."
ACT 17:5,"Namun, orang-orang Yahudi menjadi iri hati dan mengajak beberapa orang jahat yang berkeluyuran di tempat umum, mereka mengumpulkan banyak orang dan membuat kekacauan di kota, lalu menyerbu rumah Yason sambil mencari Paulus serta Silas untuk membawa mereka ke luar kepada orang banyak."
ACT 17:6,"Ketika mereka tidak menemukan Paulus dan Silas, mereka menyeret Yason dan beberapa saudara seiman ke hadapan para pejabat kota, dengan berseru, “Orang-orang ini, yang telah mengacaukan dunia, telah datang juga ke sini."
ACT 17:7,"Dan, Yason menyambut mereka, dan mereka semua bertindak yang melawan hukum Kaisar dengan mengatakan bahwa ada raja lain, yaitu Yesus.”"
ACT 17:8,Orang banyak dan para pejabat kota menjadi resah ketika mendengar hal itu.
ACT 17:9,"Dan, setelah mereka menerima jaminan dari Yason dan yang lainnya, orang-orang itu membebaskannya."
ACT 17:10,"Saudara-saudara seiman segera menyuruh Paulus dan Silas, malam itu juga, ke Berea, dan ketika mereka sampai, mereka pergi ke sinagoge orang Yahudi."
