verse,text
JOB 14:22,"Dia hanya merasakan sakit dari tubuhnya sendiri, dan dia meratapi hanya untuk dirinya sendiri.”"
JOB 15:1,"Lalu, Elifas, orang Teman, menjawab, katanya,"
JOB 15:2,"“Akankah orang berhikmat menjawab dengan pengetahuan yang berisi angin, dan memenuhi perutnya dengan angin timur?"
JOB 15:3,"Akankah dia berbantah dengan perkataan yang tidak menghasilkan apa-apa, atau dengan kata-kata yang tidak dapat memberi manfaat?"
JOB 15:4,"Namun, kamu bahkan meniadakan ketakutan, dan menahan meditasi kepada Allah."
JOB 15:5,"Sebab, kesalahanmu mengajar mulutmu, dan kamu memilih lidah orang licik."
JOB 15:6,"Mulutmu sendiri menghukummu, bukan aku; lidahmu sendiri bersaksi melawanmu."
JOB 15:7,Apakah kamu manusia pertama yang dilahirkan? Apakah kamu dijadikan sebelum bukit-bukit?
JOB 15:8,Sudahkah kamu mendengar dalam rancangan rahasia Allah? Apakah kamu membatasi hikmat bagi dirimu sendiri?
JOB 15:9,Apa yang kamu ketahui yang tidak kami ketahui? Apa yang kamu pahami yang tidak jelas bagi kami?
JOB 15:10,"Baik orang yang berambut putih maupun yang sudah berumur ada di antara kami, yaitu mereka yang lebih tua daripada ayahmu."
JOB 15:11,"Terlalu kecilkah penghiburan Allah bagimu, atau firman diucapkan terlalu lembut kepadamu?"
JOB 15:12,"Mengapa hatimu membawamu pergi, dan mengapa matamu menyala-nyala,"
JOB 15:13,"sehingga kamu memalingkan rohmu melawan Allah, dan mengucapkan kata-kata semacam itu dari mulutmu?"
JOB 15:14,"Apakah manusia sehingga dia harus suci, atau dia yang lahir dari perempuan, sehingga dia bisa menjadi benar?"
JOB 15:15,"Lihat, Allah tidak menaruh rasa percaya kepada orang-orang suci-Nya, dan langit tidak bersih di mata-Nya."
JOB 15:16,"Betapa lebih rendah lagi manusia, yang berlaku keji dan jahat, yang minum kejahatan seperti air!"
JOB 15:17,"Aku akan menunjukkan kepadamu; dengarkan aku, dan apa yang telah kulihat akan aku nyatakan,"
JOB 15:18,"apa yang dikatakan oleh orang-orang berhikmat tanpa menyembunyikannya dari nenek moyang mereka,"
JOB 15:19,"kepada mereka sendiri negeri itu diberikan, dan tidak ada satu orang asing pun yang lewat di antara mereka."
JOB 15:20,Orang fasik menggeliat kesakitan sepanjang hidupnya selama tahun-tahun yang ditentukan bagi para penindas.
JOB 15:21,"Bunyi-bunyi yang menakutkan memenuhi telinganya. Pada masa kejayaan, perusak akan datang kepadanya."
JOB 15:22,"Dia tidak percaya bahwa dia akan keluar dari kegelapan, dan dia ditakdirkan bagi pedang."
JOB 15:23,"Dia mengembara ke mana-mana untuk mendapatkan roti, katanya, ‘Di mana itu?’ Dia tahu bahwa hari kegelapan sudah ada di tangannya."
JOB 15:24,Tekanan dan penderitaan menimpanya; mereka menang atasnya seperti raja yang siap menyerang.
JOB 15:25,"Sebab, dia merentangkan tangannya melawan Allah, dan menyombongkan diri melawan Yang Mahakuasa."
JOB 15:26,"Dia berlari dengan keras kepala menantang Dia, dengan perisai yang tebal dan kuat,"
JOB 15:27,"karena dia telah menutup mukanya dengan lemak, dan pinggangnya menyimpan lemak;"
JOB 15:28,"dia tinggal di kota-kota terpencil, di rumah-rumah yang seharusnya tidak ditinggali oleh siapa pun, yang siap runtuh dan menjadi timbunan."
JOB 15:29,"Dia tidak akan menjadi kaya, dan harta bendanya tidak akan bertahan, begitu juga miliknya tidak akan menyebar di atas bumi."
JOB 15:30,"Dia tidak akan keluar dari kegelapan; nyala api akan mengeringkan tunas-tunas mudanya, dan dengan embusan napas dari mulut-Nya, dia akan pergi."
JOB 15:31,"Jangan biarkan dia percaya pada kesia-siaan, membohongi dirinya, karena kesia-siaan akan menjadi upahnya."
JOB 15:32,"Hal ini akan digenapi sebelum waktunya, dan ranting-rantingnya tidak akan menjadi hijau."
JOB 15:33,"Dia akan menggugurkan buah anggurnya yang belum matang, seperti pohon anggur, dan akan merontokkan kuncup bunganya, seperti pohon zaitun."
JOB 15:34,"Sebab, kumpulan orang tidak beriman itu mandul, dan api akan membakar tenda-tenda penerima suap."
JOB 15:35,"Mereka membuat benih kesulitan, dan melahirkan kejahatan; kandungan mereka mempersiapkan tipu daya.”"
JOB 16:1,"Kemudian, Ayub menjawab, katanya,"
JOB 16:2,“Aku telah mendengar banyak hal seperti itu. Kamu semua adalah penghibur yang menyedihkan.
JOB 16:3,"Akankah perkataanmu yang penuh angin akan ada habisnya? Atau, apa yang memancingmu sehingga kamu menjawab?"
JOB 16:4,"Aku juga bisa berkata-kata sepertimu, jika kamu berada di tempatku. Aku bisa menyusun kata-kata bersama untuk melawanmu, dan menggeleng-gelengkan kepalaku terhadap kamu."
JOB 16:5,"Aku bisa menguatkanmu dengan mulutku, dan penghiburan dari bibirku akan melegakan sakitmu."
JOB 16:6,"Jika aku berbicara, penderitaanku tidak terlegakan, tetapi jika aku berdiam diri, bagaimana aku bisa lega?"
JOB 16:7,"Sungguh, sekarang Allah telah membuatku sangat lelah; Dia telah membuatku terasing dari semua temanku."
JOB 16:8,"Dia telah membelengguku, dan inilah yang telah menjadi saksi; kekurusanku bangkit melawan aku, dan bersaksi di depanku."
JOB 16:9,Dia telah mencabik-cabik aku dalam kemurkaan-Nya dan membenci aku; Dia telah mengertakkan gigi-Nya terhadap aku; musuhku menajamkan mata-Nya untuk melawan aku.
JOB 16:10,Orang-orang telah membuka mulut melawan aku; mereka telah menampar pipiku dengan cibiran; mereka berkumpul bersama-sama melawan aku.
JOB 16:11,"Allah telah menyerahkan aku kepada orang-orang tidak beriman, dan melemparkan aku ke dalam tangan orang-orang fasik."
JOB 16:12,"Aku dahulu hidup dengan tenang, tetapi Dia meremukkan aku. Dia telah mencengkeram tengkukku, dan menghancurkanku hingga berkeping-keping. Dia telah menjadikan aku sasaran-Nya."
JOB 16:13,"Para pemanah-Nya mengepung aku. Tanpa belas kasihan, Dia membelah ginjalku, dan menumpahkan empeduku ke tanah."
JOB 16:14,"Dia menghancurkanku, robekan demi robekan; Dia mengejarku seperti seorang prajurit."
JOB 16:15,"Aku telah menjahit kain kabung di sekujur kulitku, dan menaruh kekuatanku di dalam debu."
JOB 16:16,"Wajahku merah karena menangis, dan kegelapan yang kelam ada di kelopak mataku,"
JOB 16:17,"meskipun tidak ada kejahatan dalam tanganku, dan doaku murni."
JOB 16:18,"Hai bumi, jangan sembunyikan darahku, dan biarlah teriakanku tidak menemukan tempat perhentian."
JOB 16:19,"Bahkan, sekarang, lihatlah, Saksiku ada di surga, dan Dia yang bersaksi untukku ada di tempat yang tinggi."
JOB 16:20,"Sahabat-sahabatku mencemooh aku; mataku menangis kepada Allah,"
JOB 16:21,"supaya Dia memutuskan perkara antara manusia dan Allah, seperti seseorang membela sesamanya."
JOB 16:22,"Sebab, setelah beberapa tahun tiba, aku akan pergi menempuh jalan yang tidak akan kutempuh kembali.”"
JOB 17:1,"“Semangatku patah, hari-hariku telah padam, dan kuburan telah tersedia bagiku."
JOB 17:2,"Sungguh, para pengejek ada bersamaku, dan mataku terus tertuju pada hasutan mereka."
JOB 17:3,Buatlah kesepakatan untuk aku dengan Engkau. Siapa di sana yang akan memberi keamanan untuk aku?
JOB 17:4,"Sebab, Engkau telah menutup hati mereka terhadap pengertian; karena itu, Engkau tidak akan membiarkan mereka menang."
JOB 17:5,"Dia, yang mengkhianati sahabat-sahabatnya demi mendapatkan bagian dari hartanya, mata anak-anaknya akan menjadi rabun."
JOB 17:6,Allah telah menjadikanku buah bibir banyak orang. Akulah orang yang wajahnya diludahi.
JOB 17:7,Mataku telah menjadi redup karena kesedihan; seluruh anggota tubuhku seperti bayang-bayang.
JOB 17:8,Orang-orang tulus menjadi terkejut akan hal ini; orang-orang tidak bersalah bangkit melawan orang-orang tidak beriman.
JOB 17:9,"Namun, orang-orang benar akan berpegang pada jalannya, dan orang yang bersih tangannya akan bertambah kuat dan semakin kuat."
JOB 17:10,"Akan tetapi, kamu, datanglah kembali, kamu semua, aku tidak akan menemukan orang berhikmat di antaramu."
JOB 17:11,"Hari-hariku telah berlalu, rencana-rencanaku gagal, yaitu keinginan-keinginan hatiku."
JOB 17:12,"Mereka membuat malam menjadi siang; mereka berkata, ‘Terang sudah dekat di hadapan kegelapan.’"
JOB 17:13,"Apabila aku mengharapkan dunia orang mati menjadi rumahku, apabila aku membuat tempat tidurku dalam kegelapan,"
JOB 17:14,"apabila aku berseru-seru kepada liang kubur, ‘Kamu adalah ayahku,’ dan kepada cacing, ‘Ibuku’, atau, ‘Saudara perempuanku,’"
JOB 17:15,di mana harapanku? Siapa yang akan melihat harapanku?
JOB 17:16,Akankah ia turun ke pintu gerbang dunia orang mati? Akankah kita bersama-sama turun ke dalam debu?”
JOB 18:1,"Lalu, Bildad, orang Suah, menjawab, katanya,"
JOB 18:2,"“Berapa lama lagi kamu akan mencari kata-kata? Pertimbangkanlah, maka kami akan berbicara."
JOB 18:3,"Mengapa kami dipandang sebagai binatang, dan bodoh menurut pandanganmu?"
JOB 18:4,"Kamu, yang menghancurkan dirimu sendiri dalam kemarahanmu, akankah bumi ditinggalkan demi kamu, atau gunung batu dipindahkan dari tempatnya?"
JOB 18:5,"Memang, terang orang fasik dipadamkan, dan percikan apinya tidak lagi menyala."
JOB 18:6,"Terang dalam kemahnya menjadi gelap, dan pelita di atasnya dipadamkan."
JOB 18:7,"Langkahnya yang gagah diperpendek, dan rancangannya sendiri membuatnya jatuh."
JOB 18:8,"Sebab, dia tersandung ke dalam jala oleh kakinya sendiri, dan dia berjalan menuju jeratnya."
JOB 18:9,"Perangkap menangkap tumitnya, dan jerat pun mencengkeram erat dia."
JOB 18:10,"Tali disembunyikan untuknya di dalam tanah, dan jebakan baginya ada di jalannya."
JOB 18:11,"Kengerian menakutinya di setiap sisi, dan mengejarnya pada setiap langkahnya."
JOB 18:12,"Kekuatannya merana, dan malapetaka siap untuk kejatuhannya."
JOB 18:13,Ia memakan bagian-bagian kulitnya; kematian yang paling mengerikan melahap anggota-anggota tubuhnya.
JOB 18:14,"Dia diseret dari kemahnya yang dipercayanya, dan dibawa kepada raja kengerian."
JOB 18:15,Tidak ada barang-barang miliknya di dalam kemahnya; belerang tersebar di sekeliling tempat tinggalnya.
JOB 18:16,"Akar-akarnya yang di bawah mengering, dan cabang-cabangnya yang di atas menjadi layu."
JOB 18:17,"Kenangannya lenyap dari bumi, dan dia tidak punya nama lagi di jalanan."
JOB 18:18,"Dia diusir dari terang ke dalam kegelapan, dan dihalau dari dunia."
JOB 18:19,Dia tidak mempunyai anak cucu atau keturunan di antara bangsanya; tidak ada yang selamat di tempat dia biasa hidup.
JOB 18:20,"Mereka yang di barat terkejut akan harinya, dan mereka yang di timur dicengkeram oleh ketakutan."
JOB 18:21,"Sesungguhnya, begitulah tempat kediaman orang jahat, dan seperti itulah tempat tinggal orang yang tidak mengenal Allah.”"
JOB 19:1,"Kemudian, Ayub menjawab, katanya,"
JOB 19:2,"“Berapa lama lagi kamu akan menyiksa batinku, dan menghancurkan aku berkeping-keping dengan kata-kata?"
JOB 19:3,Sudah kesepuluh kalinya kamu menghinaku; kamu tidak malu menyalahkan aku.
JOB 19:4,"Kalaupun benar bahwa aku sudah bersalah, kesalahanku tinggal menjadi urusanku sendiri."
JOB 19:5,"Jika kamu benar-benar ingin menyombongkan diri melawan aku, dan menggunakan aibku sebagai alasan untuk melawan aku,"
JOB 19:6,"ketahuilah bahwa Allah telah menempatkanku di sisi yang salah, dan mengurungku dengan jala-Nya."
JOB 19:7,"Lihatlah, aku berseru, ‘Ketidakadilan!’ tetapi aku tidak dijawab. Aku berteriak minta tolong, tetapi tidak ada keadilan."
JOB 19:8,"Dia menutup jalanku sehingga aku tidak bisa lewat, dan Dia menaruh kegelapan di jalan-jalanku."
JOB 19:9,"Dia melucuti kehormatanku, dan mengambil mahkota dari kepalaku."
JOB 19:10,Dia meremukkanku dari segala sisi hingga aku pupus; harapanku dicabut-Nya seperti sebuah pohon.
JOB 19:11,"Dia menyulut kemarahan-Nya terhadapku, dan Dia menganggapku sebagai musuh-Nya."
JOB 19:12,"Pasukan-pasukan-Nya datang bersama-sama; mereka mengepung jalan untuk menyerang aku, dan mereka berkemah di sekeliling kemahku."
JOB 19:13,"Dia menjauhkanku dari saudara-saudaraku, dan kenalan-kenalanku benar-benar mengasingkanku."
JOB 19:14,"Kerabat-kerabatku telah meninggalkan aku, dan teman-temanku telah melupakan aku."
JOB 19:15,Tamu-tamu dan pelayan-pelayanku perempuan menganggapku sebagai orang asing; aku adalah seorang pendatang menurut pandangan mereka.
JOB 19:16,"Aku memanggil pelayanku, tetapi dia tidak menjawab, walaupun aku harus memohon kepadanya dengan mulutku sendiri."
JOB 19:17,"Napasku asing bagi istriku, dan aku memuakkan saudara-saudara kandungku sendiri."
JOB 19:18,"Bahkan, anak-anak kecil menghinaku; ketika aku berdiri, mereka mengataiku."
JOB 19:19,"Semua sahabat dekatku membenciku, dan mereka yang aku kasihi berbalik melawan aku."
JOB 19:20,"Tulang-tulangku melekat pada kulit dan dagingku, dan aku hanya terluput dengan kulit gigiku."
JOB 19:21,"Kasihanilah aku, sahabat-sahabatku, kasihanilah aku, karena tangan Allah telah menyentuhku."
JOB 19:22,Mengapa kamu mengejar-ngejar aku seperti Allah? Apakah kamu belum puas dengan dagingku?
JOB 19:23,"Ah, seandainya kata-kataku ditulis. Ah, seandainya semua itu ditulis dalam sebuah buku."
JOB 19:24,"Seandainya dengan pena besi dan dengan timah, semua itu dipahat pada gunung batu sampai selama-lamanya!"
JOB 19:25,"Sebab, aku tahu bahwa Penebusku hidup, dan bahwa pada akhirnya, Dia akan berdiri di atas bumi."
JOB 19:26,"Bahkan, walau sampai kulitku dihancurkan, dalam dagingku, aku akan melihat Allah,"
JOB 19:27,"yang akan aku lihat sendiri, dengan mataku sendiri, bukan yang lain. Betapa hatiku merindu dalam diriku."
JOB 19:28,"Jika kamu berkata, ‘Bagaimana kita dapat mengejarnya? Sebab, akar masalahnya ada pada dia.’"
JOB 19:29,"Takutlah pada pedang, karena kemurkaan mendatangkan hukuman dari pedang, supaya kamu tahu bahwa ada penghakiman.”"
JOB 20:1,"Lalu, Zofar, orang Naama, menjawab, katanya,"
JOB 20:2,"“Karena itu, pikiran-pikiranku membuatku menjawab, karena ketidaksabaran dalam diriku."
JOB 20:3,"Aku mendengar teguran yang menghinaku, dan roh pengertianku mendorongku untuk menjawab."
JOB 20:4,"Tidakkah kamu tahu hal ini sejak dahulu kala, bahkan sejak manusia ditempatkan di atas bumi,"
JOB 20:5,"bahwa sorak kegirangan orang fasik itu sebentar saja, dan sukacita orang munafik itu hanya sesaat?"
JOB 20:6,"Walaupun kesombongannya mencapai langit, dan kepalanya menyentuh awan-awan,"
JOB 20:7,"dia akan binasa selama-lamanya, seperti kotorannya sendiri. Mereka yang pernah melihatnya akan berkata, ‘Di mana dia?’"
JOB 20:8,"Seperti mimpi, dia akan terbang menghilang, dan tidak akan ditemukan lagi. Dia akan dihalau seperti penglihatan pada waktu malam."
JOB 20:9,"Mata yang melihatnya tidak akan melihatnya lagi, dan tempat kediamannya tidak akan melihatnya lagi."
JOB 20:10,Anak-anaknya akan mencari kemurahan hati dari orang miskin; tangan-tangannya akan mengembalikan kekayaannya.
JOB 20:11,"Tulang-tulangnya penuh dengan semangat mudanya, tetapi semangat itu akan tergeletak bersamanya dalam debu."
JOB 20:12,"Walaupun kejahatan itu manis di mulutnya, walaupun dia menyembunyikannya di bawah lidahnya,"
JOB 20:13,"walaupun dia menyayangkannya, dan tidak membiarkannya pergi, serta menahannya di dalam mulutnya,"
JOB 20:14,"makanannya itu berubah di dalam perutnya, menjadi racun ular berbisa di dalamnya."
JOB 20:15,"Dia menelan kekayaan, tetapi memuntahkannya kembali, Allah akan mengeluarkannya dari dalam perutnya."
JOB 20:16,Dia akan mengisap racun ular berbisa; lidah ular akan membunuhnya.
JOB 20:17,"Dia tidak akan melihat aliran-aliran sungai, aliran sungai yang mengalir dengan madu dan dadih."
JOB 20:18,"Dia akan mengembalikan buah yang dia hasilkan, dan tidak akan menelannya; dia tidak akan menikmati keuntungan dagangnya."
JOB 20:19,"Sebab, dia telah menolak dan mengabaikan orang miskin; dia telah merebut rumah yang tidak dibangunnya."
JOB 20:20,"Sebab, dia tidak mengenal kepuasan dalam perutnya; dia tidak akan membiarkan apa pun yang diinginkan luput darinya."
JOB 20:21,"Tidak ada yang tersisa setelah dia memakannya. Karena itu, kemakmurannya tidak akan bertahan."
JOB 20:22,"Dalam kepenuhan kelimpahannya, dia akan tertekan; tangan orang-orang yang dalam kesusahan akan datang kepadanya."
JOB 20:23,"Untuk mengisi penuh perutnya, Allah akan mengirim kemarahan-Nya yang menyala-nyala kepadanya, dan menghujankan kemarahan itu ke seluruh tubuhnya."
JOB 20:24,Dia akan melarikan diri dari senjata besi; anak panah tembaga akan menembusnya.
JOB 20:25,"Anak panah itu dicabut, dan keluar dari punggungnya; mata panah yang berkilat keluar dari empedunya; kengerian menimpanya."
JOB 20:26,"Kegelapan pekat diberikan bagi harta bendanya; api yang tidak ditiup akan melahapnya, dan akan menghabiskan semua yang tertinggal di kemahnya."
JOB 20:27,"Langit akan mengungkapkan kesalahannya, dan bumi akan bangkit melawan dia."
JOB 20:28,"Harta milik di rumahnya akan disapu bersih, hanyut pada hari kemurkaan Allah."
JOB 20:29,"Inilah bagian yang diberikan Allah kepada orang fasik, dan warisan yang ditetapkan oleh Allah untuknya.”"
JOB 21:1,"Kemudian, Ayub menjawab, katanya,"
JOB 21:2,"“Dengarkan baik-baik perkataanku, biarlah ini menjadi penghiburanmu."
JOB 21:3,"Sabarlah terhadapku, dan aku akan berbicara, dan setelah aku selesai berbicara, teruslah mengejek."
JOB 21:4,"Bagiku, apakah keluhanku tertuju kepada manusia? Mengapa aku tidak boleh bersikap tidak sabar?"
JOB 21:5,"Lihatlah kepadaku, dan heranlah; taruhlah tanganmu pada mulutmu."
JOB 21:6,"Ketika aku ingat, aku menjadi takut, dan seluruh tubuhku gemetar."
JOB 21:7,"Mengapa orang-orang fasik terus hidup, menjadi tua, bahkan bertambah kuat perkasa?"
JOB 21:8,"Di depan mata, mereka melihat keturunan mereka mapan dan anak cucu mereka ada di hadapan mereka."
JOB 21:9,Rumah-rumah mereka aman tanpa ketakutan; tongkat Allah tidak turun atas mereka.
JOB 21:10,"Sapi-sapi jantan mereka berkembang biak tanpa pernah gagal; sapi-sapi betina mereka beranak, dan tidak keguguran."
JOB 21:11,Mereka membiarkan anak-anak mereka keluar seperti kawanan ternak; anak-anak mereka menari-nari.
JOB 21:12,Mereka menyanyi bersama rebana dan kecapi serta bersukacita dengan bunyi seruling.
JOB 21:13,"Mereka menghabiskan hari-hari mereka dalam kemakmuran, dan dengan tenteram turun ke dunia orang mati."
JOB 21:14,"Mereka berkata kepada Allah, ‘Tinggalkanlah kami! Kami tidak menginginkan pengetahuan akan jalan-jalan-Mu."
JOB 21:15,Siapakah Yang Mahakuasa sehingga kami harus melayani-Nya? Keuntungan apa yang kami dapat jika kami berdoa kepada-Nya?’
JOB 21:16,"Lihatlah, kemakmuran mereka tidak ada di tangan mereka. Jauhlah nasihat orang fasik jauh dari aku."
JOB 21:17,Berapa sering lampu orang fasik dipadamkan? Berapa sering malapetaka datang atas mereka? Berapa sering Allah mendatangkan kesusahan dalam kemarahan-Nya?
JOB 21:18,"Mereka seperti jerami yang ditiup angin, seperti sekam yang disapu angin badai."
JOB 21:19,"Kamu berkata, ‘Allah menyimpan kejahatan mereka untuk anak-anaknya.’ Biarkan Dia membalas mereka supaya mereka mengetahuinya!"
JOB 21:20,Biarkan mata mereka sendiri melihat kehancuran mereka; biarkan mereka minum kemurkaan dari Yang Mahakuasa.
JOB 21:21,"Sebab, untuk apa mereka peduli dengan rumah mereka setelah mereka tiada, ketika habis jumlah bulan-bulan mereka?"
JOB 21:22,"Akankah ada orang yang mengajar Allah pengetahuan, sebab Dia mengadili mereka yang di tempat tinggi?"
JOB 21:23,"Satu orang mati saat tenaganya penuh, saat semuanya aman dan tenang."
JOB 21:24,"Pinggangnya penuh dengan air susu, dan sumsum tulang-tulangnya segar."
JOB 21:25,"Yang lain mati dalam kepahitan jiwanya, tidak pernah merasakan apa yang baik."
JOB 21:26,"Mereka sama-sama berbaring dalam debu, dan cacing-cacing menutupi mereka."
JOB 21:27,"Lihatlah, aku tahu apa yang sedang kamu pikirkan dan rancangan-rancanganmu untuk menyalahkan aku."
JOB 21:28,"Sebab, kamu berkata, ‘Di mana rumah bangsawan? Di mana kemah-kemah tempat orang fasik tinggal?’"
JOB 21:29,"Tidak pernahkah kamu bertanya kepada orang-orang yang melintasi jalan-jalan? Tidakkah kamu mengenali tanda-tanda mereka,"
JOB 21:30,"bahwa orang fasik dibiarkan hidup pada hari kehancuran, bahwa dia diselamatkan pada hari kemurkaan?"
JOB 21:31,"Siapa yang menyatakan jalannya di hadapan dia, dan siapa yang akan membalas apa yang telah dia perbuat?"
JOB 21:32,"Ketika dia dibawa ke kubur, pengawasan dilakukan atas makamnya."
JOB 21:33,"Gundukan tanah dari lembah terasa manis baginya; semua orang mengikutinya, dan orang-orang yang mendahuluinya tidak terhitung banyaknya."
JOB 21:34,"Kalau begitu, bagaimana kamu bisa menghibur aku dengan perkataan yang sia-sia? Jawaban-jawabanmu hanya menyisakan tipu daya.”"
JOB 22:1,"Kemudian, Elifas, orang Teman, menjawab, katanya,"
JOB 22:2,"“Dapatkah manusia menguntungkan Allah? Tentu, orang yang bijaksana menguntungkan bagi dirinya sendiri?"
JOB 22:3,Apakah menjadi kesenangan bagi Yang Mahakuasa jika kamu ada di sisi yang benar? Apakah ada keuntungan bagi-Nya jika kamu membuat jalan-jalanmu tidak bercela?
JOB 22:4,"Apakah karena ketakutanmu akan Dia sehingga Dia menegurmu, dan masuk ke pengadilan bersamamu?"
JOB 22:5,"Bukankah kefasikanmu besar, dan kesalahan-kesalahanmu tidak terhingga?"
JOB 22:6,"Sebab, kamu telah mengambil ikrar saudara-saudaramu tanpa alasan, dan merampas pakaian orang-orang telanjang."
JOB 22:7,"Kamu tidak memberi air untuk minum kepada mereka yang lelah, dan kamu telah menahan roti bagi yang lapar."
JOB 22:8,"Orang yang berkuasa memiliki tanah, dan orang terhormat tinggal di dalamnya."
JOB 22:9,"Kamu telah menyuruh janda-janda pergi dengan tangan hampa, dan lengan anak-anak yatim kauremukkan."
JOB 22:10,"Itu sebabnya, perangkap ada di sekelilingmu, dan ketakutan yang tiba-tiba mengejutkanmu,"
JOB 22:11,"atau kegelapan, sehingga kamu tidak bisa melihat, dan banjir air meliputimu."
JOB 22:12,"Bukankah Allah berada di langit yang tinggi? Lihatlah bintang-bintang yang tertinggi, betapa tingginya mereka!"
JOB 22:13,"Namun, kamu berkata, ‘Apa yang Allah ketahui? Dapatkah Dia menghakimi melalui kegelapan yang pekat?"
JOB 22:14,"Awan-awan tebal menyelubungi-Nya sehingga Dia tidak melihat kita, dan Dia berjalan di kolong langit.’"
JOB 22:15,"Akankah kamu tetap menuruti jalan yang lama, yang dilewati oleh orang-orang jahat?"
JOB 22:16,"Siapa yang ditangkap sebelum waktu mereka, dan dasar-dasar siapa yang dihanyutkan oleh banjir?"
JOB 22:17,"Mereka berkata kepada Allah, ‘Tinggalkanlah kami!’ dan, ‘Apa yang bisa diperbuat oleh Yang Mahakuasa terhadap kami?’"
JOB 22:18,"Akan tetapi, Dia memenuhi rumah mereka dengan hal-hal yang baik. Namun, nasihat orang fasik jauh dariku."
JOB 22:19,"Orang benar melihatnya, dan bersukaria, dan orang-orang tidak bersalah mengejek mereka, katanya,"
JOB 22:20,"‘Benar, musuh-musuh kami sudah dihancurkan, dan api memakan sisa-sisa yang mereka tinggalkan!’"
JOB 22:21,"Menyerahlah kepada Allah, dan berdamailah. Dengan cara ini, kebaikan akan datang kepadamu."
JOB 22:22,"Terimalah pengajaran dari mulut-Nya, dan taruhlah firman-Nya di dalam hatimu."
JOB 22:23,"Jika kamu kembali kepada Yang Mahakuasa, kamu akan dibangunkan. Jika kamu menjauhkan kefasikan dari kemahmu,"
JOB 22:24,"jika kamu menaruh emas ke dalam debu, dan emas Ofir di antara batu-batu di sungai kering,"
JOB 22:25,Yang Mahakuasa akan menjadi emasmu dan perakmu yang berharga.
JOB 22:26,"Dengan begitu, kamu akan bergembira dalam Yang Mahakuasa, dan akan mengangkat wajahmu kepada Allah."
JOB 22:27,"Kamu akan berdoa kepada-Nya, dan Dia akan mendengarmu, dan kamu akan membayar nazar-nazarmu."
JOB 22:28,"Kamu akan memutuskan masalah, dan hal itu akan ditetapkan bagimu, dan terang akan bersinar di jalan-jalanmu."
JOB 22:29,"Ketika mereka direndahkan, kamu berkata, ‘Itu kesombongan!’ tetapi Dia akan menyelamatkan orang yang rendah hati."
JOB 22:30,"Dia meluputkan bahkan orang yang tidak tanpa salah, yang akan diluputkan melalui kesucian tanganmu.”"
JOB 23:1,"Kemudian, Ayub menjawab, katanya,"
JOB 23:2,“Bahkan hari ini keluhanku pahit; tangan-Nya berat karena rintihanku.
JOB 23:3,"Ah, jika saja aku tahu di mana aku dapat menemukan-Nya supaya aku bisa datang ke takhta-Nya."
JOB 23:4,"Aku akan mengajukan perkaraku di hadapan-Nya, dan memenuhi mulutku dengan pembelaan."
JOB 23:5,"Aku akan tahu bagaimana Dia akan menjawab aku, dan mengerti apa yang akan Dia katakan kepadaku."
JOB 23:6,"Akankah Dia berbantah denganku dalam kebesaran kuasa-Nya? Tidak, Dia akan memberi perhatian padaku."
JOB 23:7,"Di sana, orang benar dapat bersoal jawab dengan-Nya, dan aku akan dibebaskan selamanya dari Hakimku."
JOB 23:8,"Lihat, aku berjalan ke timur, tetapi Dia tidak ada di sana. Aku berjalan ke barat, tetapi aku tidak menemukan Dia."
JOB 23:9,"Ketika Dia bekerja pada tangan kiri, aku tidak melihat Dia. Ketika Dia berbalik pada tangan kanan, aku tidak dapat melihat Dia."
JOB 23:10,"Namun, Dia tahu jalan yang aku ambil. Jika Dia telah mengujiku, aku akan keluar sebagai emas."
JOB 23:11,"Kakiku tetap tegar mengikuti langkah-langkah-Nya; aku telah menuruti jalan-Nya, dan tidak menyimpang."
JOB 23:12,Aku belum beranjak dari perintah-perintah bibir-Nya; aku menghargai firman dari mulut-Nya melebihi bagian dari makananku.
JOB 23:13,"Akan tetapi, Dia tidak dapat berubah; siapa yang sanggup mengembalikan-Nya? Apa yang Dia inginkan, itulah yang Dia lakukan."
JOB 23:14,"Sebab, Dia akan melaksanakan apa yang Dia tetapkan untukku, dan banyak hal seperti itu ada dalam pikiran-Nya."
JOB 23:15,"Itu sebabnya, aku ketakutan berada di hadapan-Nya. Ketika aku mempertimbangkan, aku takut kepada-Nya."
JOB 23:16,"Allah telah membuat hatiku lemah, dan Yang Mahakuasa telah menakutkanku."
JOB 23:17,"Namun, aku tidak diam karena kegelapan, juga tidak karena gelap gulita yang menutupi wajahku.”"
JOB 24:1,“Mengapa waktu penghakiman tidak disembunyikan oleh Yang Mahakuasa? Mengapa mereka yang mengenal-Nya tidak pernah melihat hari-hari-Nya?
JOB 24:2,"Ada orang-orang yang memindahkan batas-batas tanah; mereka merampas kawanan ternak, lalu menggembalakannya."
JOB 24:3,Mereka mengusir keledai dari anak yatim; mereka mengambil sapi dari janda sebagai jaminan.
JOB 24:4,Mereka mendorong orang miskin keluar dari jalan; semua fakir miskin di negeri menyembunyikan diri mereka.
JOB 24:5,"Lihatlah, seperti keledai-keledai liar di padang gurun, mereka pergi bekerja, mencari makanan. Padang belantara menyediakan makanan bagi mereka dan anak-anak mereka."
JOB 24:6,"Mereka memanen makanan ternak di ladang, dan mengumpulkan sisa-sisa di kebun anggur orang fasik."
