english_version,mismatch_type,verse_reference,description
englxxup,dhao_has_content_eng_missing,MRK 14:46,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 14:47,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 14:48,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 14:49,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 14:5,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 14:50,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 14:51,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 14:53,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 14:54,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 14:55,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 14:56,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 14:57,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 14:58,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 14:59,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 14:6,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 14:60,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 14:61,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 14:62,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 14:63,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 14:64,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 14:65,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 14:66,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 14:68,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 14:69,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 14:7,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 14:70,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 14:71,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 14:72,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 14:8,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 14:9,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:1,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:10,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:11,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:12,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:13,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:14,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:15,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:16,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:17,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:18,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:19,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:2,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:20,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:21,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:22,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:23,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:24,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:26,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:27,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:28,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:29,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:3,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:30,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:31,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:32,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:33,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:34,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:35,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:36,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:37,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:38,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:39,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:4,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:40,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:42,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:44,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:45,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:46,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:47,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:5,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:6,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:7,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:8,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 15:9,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 16:1,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 16:10,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 16:11,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 16:12,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 16:13,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 16:14,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 16:15,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 16:16,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 16:17,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 16:18,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 16:19,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 16:2,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 16:20,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 16:3,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 16:5,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 16:6,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 16:7,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 16:8,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 16:9,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:1,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:10,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:11,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:12,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:13,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:14,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:15,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:16,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:17,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:18,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:19,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:2,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:20,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:21,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:22,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:23,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:24,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:25,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:26,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:27,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:28,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:29,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:3,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:30,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:31,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:32,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:33,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:34,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:35,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:36,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:37,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:38,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:39,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:4,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:40,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:41,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:42,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:43,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:44,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:45,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:7,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:8,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 1:9,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 2:1,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 2:11,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 2:12,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 2:13,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 2:14,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 2:15,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 2:16,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 2:17,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 2:18,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 2:19,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 2:2,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 2:20,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 2:21,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 2:22,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 2:23,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 2:24,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 2:25,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 2:27,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 2:28,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 2:3,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 2:4,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 2:5,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 2:6,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 2:7,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 2:8,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 2:9,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 3:1,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 3:10,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 3:11,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 3:12,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 3:13,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 3:14,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 3:15,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 3:16,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 3:2,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 3:20,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 3:21,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 3:22,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 3:23,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 3:24,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 3:25,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 3:26,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 3:27,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 3:28,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 3:29,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 3:3,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 3:30,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 3:31,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 3:32,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 3:33,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 3:34,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 3:35,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 3:4,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 3:5,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 3:6,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 3:7,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 3:9,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:1,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:10,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:11,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:12,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:13,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:14,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:15,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:16,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:17,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:18,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:19,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:2,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:20,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:21,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:22,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:23,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:24,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:25,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:26,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:27,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:28,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:29,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:3,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:30,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:31,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:32,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:33,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:34,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:35,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:36,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:37,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:39,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:4,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:40,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:41,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:5,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:6,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:7,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:8,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 4:9,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:1,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:10,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:11,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:12,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:13,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:14,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:15,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:16,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:17,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:18,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:19,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:2,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:20,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:21,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:22,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:23,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:24,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:25,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:26,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:27,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:30,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:31,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:32,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:33,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:34,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:35,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:36,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:37,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:38,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:39,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:40,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:41,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:42,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:7,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 5:9,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:1,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:10,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:11,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:12,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:13,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:14,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:15,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:16,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:17,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:19,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:2,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:20,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:21,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:22,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:23,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:24,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:25,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:26,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:27,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:28,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:29,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:3,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:30,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:31,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:32,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:33,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:34,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:35,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:37,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:38,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:39,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:4,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:40,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:41,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:42,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:43,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:44,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:45,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:46,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:47,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:5,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:51,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:52,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:53,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:54,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:55,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:6,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:7,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 6:8,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 7:1,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 7:10,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 7:11,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 7:13,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 7:14,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 7:15,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 7:16,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 7:17,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 7:18,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 7:2,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 7:20,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 7:21,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 7:22,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 7:23,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 7:24,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 7:25,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 7:27,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 7:28,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 7:29,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 7:30,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 7:31,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 7:32,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 7:33,"Dhao has content, English is empty"
englxxup,dhao_has_content_eng_missing,MRK 7:34,"Dhao has content, English is empty"
