verse,source_text,target_text,pred_target_text
GEN 30:9,"Ketika Lea menyadari bahwa dia telah berhenti melahirkan, dia mengambil Zilpa, hambanya, dan memberikannya kepada Yakub sebagai istrinya.","Ropa Lea neꞌa na nèngu ne dènge heka ana, ka na paleo ènu na Silpa dènge Yakob.","Ropa Lea neꞌa, na, nèngu heka nara iisi, hèia na leo nare ènu na, Zilpa, ho jꞌajꞌi dhèu èmu Yakob."
GEN 30:10,"Zilpa, hamba Lea, melahirkan anak laki-laki bagi Yakub.",Ka Silpa nara iisi ana mone ca dhèu.,"Lodꞌo èèna, Zilpa, ana bhèni nèti Lea, nara iisi ana mone ca dhèu hia Yakob."
GEN 30:11,"Lea berkata, “Betapa beruntungnya.” Jadi, dia menamainya Gad.","Hèia Lea peka na, “Kalua jaꞌa, mèngi le.” Ka na pangare na, Gad (dhu sasoa na ‘kalua mèngi’).","Hèia Lea bꞌala, aku nèngu na, Ira ii! Nèngu ka dhu oto titu kèna! Ka na pangare ana ne, Gad."
GEN 30:12,"Zilpa, hamba Lea, melahirkan anak laki-laki yang kedua bagi Yakub.",Ka Silpa nara iisi hari ana mone èci.,"Lodꞌo èèna, Yakob dènge ana mone ka dua, ngara na Zilpa. Nèngu ne, ana bhèni nèti Lea."
GEN 30:13,"Lea berkata, “Aku bahagia! Sebab, perempuan-perempuan akan menyebutku berbahagia.” Jadi, dia menamainya Asyer.","Hèia Lea padhai lii, peka na, “Waa! Limuri ne, jaꞌa heka karejꞌe kèna! Mi laladhe ee, te bèli-camèdꞌa, dhèu bhèni aaꞌi-aaꞌi ra, peka na jaꞌa ne oto bia.” Nèti èèna ka, na pangare ana ne, Aser (dhu sasoa na ‘karejꞌe’).","Hèia na bꞌala, aku nèngu na, Jaꞌa ne karejꞌe titu kèna, lula dhèu bhèni koa-kadꞌiri jaꞌa, peka na, Jaꞌa ne karejꞌe! Ka na pangare ana ne, Aser."
GEN 30:14,"Pada musim panen gandum, Ruben berjalan-jalan dan menemukan buah-buah dudaim di padang, lalu dia membawanya kepada Lea, ibunya. Kemudian, Rahel berkata kepada Lea, “Aku mohon, berikanlah beberapa dudaim anakmu itu kepadaku.”","Ca lodꞌo, lèke dènge hèru puu-gꞌètu are, Ruben laꞌe asa dꞌara jꞌami. Na rage ana aajꞌu ca kapua dhu jꞌajꞌi sèmi èi naꞌi ho hia dhèu bhèni abhu kolo. Ka Ruben nèti hia ina na Lea. Ropa Rahel nèdhi, ka na peka dènge Lea, aku nèngu na, “Aꞌa! Bagi ku jaꞌa ciki, èi naꞌi dhu Ruben nèti èèna.”","Lodꞌo dꞌai hèru puu-gꞌètu, Ruben kako laꞌe-mai ètu dꞌara padꞌa sodꞌa. Na paraga dènge ajꞌu dhu ana iiki ca kasibꞌi. Ka na nèti asa ina na, Lea. Hèia Rahel manèngi Lea, aku nèngu na, Angalai, ee! Hia ku ajꞌu dhu ana iiki sèra hia jaꞌa."
GEN 30:15,"Lea berkata kepadanya, “Apakah perkara kecil bagimu untuk mengambil suamiku? Sekarang, kamu juga mau mengambil dudaim anakku?” Lalu, Rahel menjawab, “Kalau begitu, Yakub boleh tidur denganmu malam ini sebagai ganti dudaim anakmu itu.”","Te ngaa Lea bꞌala, aku nèngu na, “Wee! Èu ne seli-kolane! Parame more le dhèu èmu jaꞌa. Te ngaa roca mèka na. Mu neo hari unu ajꞌu èi naꞌi èèna nèti ana jaꞌa? Meꞌa heka makae dꞌara!” Te ngaa Rahel dhaa, “Sèmi neꞌe, aꞌa! Ladhe jaꞌa abhu èi naꞌi na, mèda neꞌe èu paꞌèci dènge Yakob.” Ka Lea dꞌèi kahèi.","Hèia na karèi, peka na, Tasamia ka, èu pusi-pahae boe dènge jaꞌa? Lula èu neo sèmi more dhèu èmu jaꞌa, de tasamia? De èu neo sèmi more ari jaꞌa kahèi? Ka Rahel dhaa, aku nèngu na, Ladhe sèmi èèna, Yakob bisa bhèjꞌi dènge èu mèda neꞌe kahèi, te ngaa bisa boe jꞌunu dènge èu. Ladhe aadꞌo, beꞌa risi èu bhèjꞌi dènge ana mu."
GEN 30:16,"Ketika Yakub pulang dari ladang pada sore hari itu, Lea keluar untuk menyambutnya dan berkata, “Kamu harus datang kepadaku karena aku sudah menyewamu dengan dudaim anakku.” Jadi, Yakub tidur dengannya pada malam itu.","Ka pe dꞌai loo nihia sa, Yakob lèpa nèti dꞌara oka. Lea laꞌe soru nare ne, ka na peka, “Aꞌa! Mèda ne, èu jꞌunu dènge jaꞌa! Lula jaꞌa dhu hèli kore le èu, dènge kabꞌua èi naꞌi ana jaꞌa!” Ka mèda na, Yakob jꞌunu dènge Lea.","Ropa Yakob lèpa hari mai nèti dꞌara oka, hèia Lea laꞌe paraga dènge ne. Ka na peka, aku nèngu na, Wee! Mai ku asa jaꞌa, te jaꞌa hia le èu ho jꞌunu ètu dꞌara èmu ana jaꞌa. Ka Yakob jꞌunu dènge ne ètu dꞌara mèda èèna kahèi."
GEN 30:17,Allah mendengarkan Lea sehingga dia mengandung dan melahirkan anak laki-laki yang kelima bagi Yakub.,"Ka Ama Lamatua tadèngi lii manèngi-mangajꞌi Lea. Nèti èèna ka, na dènge babia, hèia nara iisi ana mone ka lèmi.","Hèia Ama Lamatua tadèngi lii manèngi Lea. Ka na dènge babia, ka nara iisi ana mone ka lèmi."
GEN 30:18,"Lea berkata, “Allah memberikan upah kepadaku karena aku telah memberikan hambaku kepada suamiku.” Jadi, dia menamainya Isakhar.","Hèia Lea pangare ana na, Isaskar, (dhu sasoa na, ‘bꞌae jꞌajꞌèra’), lula na peka na, “Ama Lamatua bꞌae-bajꞌa le jꞌajꞌèra jaꞌa, lula jaꞌa hia le Silpa madhèdi dènge dhèu èmu jaꞌa.”","Hèia Lea lii, peka na, Ama Lamatua ka dhu bꞌala rui-jꞌajꞌèra jaꞌa. Te jaꞌa hia dhèu sabꞌa jaꞌa èci, ho dhèu èmu jaꞌa ka dhu leo. Ka na pangare ana ne, Isakar."
GEN 30:19,Lea mengandung lagi dan melahirkan anak laki-laki yang keenam bagi Yakub.,"Èle èèna ka, Lea dènge babia hari, hèia nara iisi ana mone ka èna.","Hèia Lea dènge babia hari, ka nara iisi ana mone ka èna."
GEN 30:20,"Dia berkata, “Allah telah memberkatiku dengan pemberian yang indah. Sekarang, suamiku akan tinggal bersamaku karena aku telah melahirkan enam anak laki-laki baginya.” Dia pun menamainya Zebulon.","Ka na peka, aku nèngu na, “Ama Lamatua parasee jaꞌa mèdha dhu beꞌa. Ka limuri ne, dhèu èmu jaꞌa hudꞌi pakabꞌua ku jaꞌa, lula jaꞌa matana hia ne ana mone dhèu èna.” Nèti èèna ka, na pangare ana ne, Sebulon (dhu sasoa na ‘pakabꞌua’).","Ka ana bhèni ne peka, aku nèngu na, Ama Lamatua hia le jaꞌa mèngi-nale ae-ae. Limuri ne, jaꞌa ka dhu nara iisi ana mone dhèu èna. Nèti èèna ka, jaꞌa manèngi ho Lamatua soru-bara jaꞌa taruu. Ka na pangare ana ne, Sebulon."
GEN 30:21,"Setelah itu, dia melahirkan seorang anak perempuan dan menamainya Dina.","Ka Lea nara iisi hari, te ngaa ana bhèni, ka na pangare na, Dina.","Nèbhu boe ka, na nara iisi ana bhèni ca dhèu, ka na pangare ana bhèni ne, ngara na Dina."
GEN 30:22,"Kemudian, Allah mengingat Rahel, dan Allah mendengarkannya, dan membuka kandungannya.","Te ngaa Ama Lamatua dhu bhèlu boe Rahel, ka sèmi lii manèngi-mangajꞌi na. Nèti èèna ka, Na bhoke era ana na.","Ka Lamatua sanèdꞌe heka Rahel. Lamatua bhoke dꞌara kabake na, ka bhoke dꞌara kabake na, sèna ka na baku bhèlu."
GEN 30:23,"Dia mengandung dan melahirkan anak laki-laki, lalu dia berkata, “Allah telah membuang aibku.”","Hèia Rahel dènge babia, ka nara iisi ana mone ca dhèu. Ka na peka, “Ama Lamatua saku eele le dꞌara makae jaꞌa.”","Nèngu dènge babia, ka nara iisi ana mone ca dhèu. Hèia na pangee, na, Lamatua pakajꞌèu eele le bhabhelu jaꞌa ne."
GEN 30:24,"Rahel menamainya Yusuf, katanya, “Kiranya TUHAN menambahkan bagiku anak laki-laki lainnya.”","Hèia na pangare ana na Yusuf (dhu sasoa na ele boe ‘hudꞌi laa na hia tabha hari’), lula aku nèngu na, “Jaꞌa manèngi, sèna ka Ama Lamatua hia jaꞌa ana mone ca dhèu hari.”","Rahel pangare ana ne, Yusuf, lula na pangee, Sèmi neꞌe! Jaꞌa dꞌèi ladhe Ama Lamatua paꞌèra dꞌara jaꞌa, ho jaꞌa abhu ana mone ca dhèu hari."
GEN 30:25,"Ketika Rahel telah melahirkan Yusuf, Yakub berkata kepada Laban, “Lepaskanlah aku supaya aku dapat kembali ke tempat asalku dan ke negeriku.","Lodꞌo Rahel nara iisi Yusuf, Yakob peka dènge Laban, aku nèngu na, “Toꞌo! Ladhe moꞌo, jaꞌa neo lèpa asa rai ètu-èsu jaꞌa.","Lodꞌo èèna, Rahel nara iisi Yusuf. Hèia Yakob manèngi Laban, aku nèngu na, Angalai, ee! Hia ku jaꞌa lèpa asa rai jaꞌa ne. Hudꞌi laa jaꞌa lèpa ku asa rai jaꞌa ne."
GEN 30:26,"Berikanlah istri-istriku dan anak-anakku kepadaku, yang demi mereka, aku telah bekerja padamu, dan biarkan aku pergi. Engkau sendiri tahu pekerjaan yang telah aku kerjakan bagimu.”","Jaꞌa neo laku dènge ana-dhèu èmu jaꞌa. Toꞌo, èu dhu meꞌa le, jaꞌa ne sabꞌa tèu-tèu nèti madꞌae dꞌai loo nihia. De jaꞌa bꞌae pamaꞌète le rèngu se. Nèti èèna ka, rèngu se, jꞌajꞌi le unu jaꞌa ka teme aae.”","Hia ku jaꞌa, ina-ama, dènge ana niki jaꞌa sèna ka sabꞌa hia jaꞌa. Hudꞌi laa jaꞌa lèpa ka. Lula miu meꞌa le sasabꞌa jaꞌa dhu jaꞌa sabꞌa hia miu."
GEN 30:27,"Laban berkata kepadanya, “Aku mohon kepadamu, jika kamu berkenan, tinggallah denganku sebab aku telah mengamati tanda-tanda bahwa TUHAN memberkatiku karenamu.”","Hèia, aku toꞌo na, “Ana, ee! Èu nanene ku lii jaꞌa laa! Madhutu lii malare dhu jaꞌa abhu, Lamatua hia jaꞌa mamèngi lula èu.","Te ngaa Laban bꞌala, aku nèngu na, Ladhe sèmi èèna, na, èu pea ku dènge jaꞌa. Te jaꞌa kèdhi le tadha-tadha, dhu peka na, Lamatua hia jaꞌa berkat, lula èu tao sèmi èèna."
GEN 30:28,"Lalu, katanya pula, “Sebutkan upahmu kepadaku dan aku akan memberikannya.”","De èu neo manèngi ca ngaa, peka, sèna ka jaꞌa bꞌae! Sadꞌi èu baku tèke eele jaꞌa, te ngaa sabꞌa taruu hia jaꞌa.”","Ka na pua ne, aku nèngu na, Sèmi neꞌe. Ladhe èu peka ku gaji èu, pe jaꞌa bꞌae."
GEN 30:29,"Yakub berkata kepadanya, “Engkau sendiri tahu bagaimana aku melayanimu dan bagaimana keadaan ternakmu bersamaku.","Ka Yakob peka, “Toꞌo! Èu mèdhi unu mu le, sasabꞌa-laꞌa jaꞌa. Nèti èèna ka, badha-manu toꞌo se, bèba-kacanga.","Hèia na dhaa, peka na, Ama dhu meꞌa unu mi, jiꞌi sabꞌa hia ama, aa ngiꞌu kahibꞌi-kalèbho ama beꞌa kahèi."
GEN 30:30,"Sebab, hanya sedikit yang engkau miliki sebelum aku datang, dan sekarang itu sudah bertambah sangat banyak selama aku di sini. TUHAN telah memberkatimu karena kakiku. Kalau begitu, kapan aku dapat melakukannya untuk rumah tanggaku sendiri?”","Lodꞌo dhu jaꞌa dhae mai mèka, mèdha-panyau toꞌo ku ae èèna mèka. Te ngaa limuri ne, toꞌo kaja le. Lamatua pala-bagi le toꞌo ku mamèngi, lula sasabꞌa-laꞌa jaꞌa ka. Te dꞌai le lodꞌo na, sèna ka jaꞌa sabꞌa hia ana-dhèu èmu jaꞌa.”","Uru èèna, lodꞌo jaꞌa ètu neꞌe, mèdha-panyau èu ciki ooꞌe di. Te ngaa limuri ne, ae le. Lamatua hia le mèngi-nale ae-ae mi èu, lula jaꞌa sabꞌa le ètu neꞌe. De jaꞌa bisa heka piara ngangaꞌa-nganginu hia isi èmu jaꞌa."
GEN 30:31,"Laban bertanya, “Apa yang harus kuberikan kepadamu?” Jawab Yakub, “Engkau tidak perlu memberikan apa-apa kepadaku. Aku akan kembali menggembalakan dan menjaga kawanan kambing dombamu, jika engkau mau melakukan hal ini kepadaku:","Hèia Laban karèi ne, aku nèngu na, “De sèmi èèna na, jaꞌa bꞌae èu tasamia?” Ka Yakob dhaa, peka na, “Toꞌo ku, hia ia ka jaꞌa ngaa-ngaa. Te ngaa badha-manu toꞌo ku, jaꞌa ladhe-leru taruu, sadꞌi mu tao ku jꞌara èci.","Hèia Laban karèi, aku nèngu na, Jaꞌa neo hia èu ngaa? Ka Yakob dhaa, aku nèngu na, Beꞌa kahèi. Ladhe èu dꞌèi, na, jaꞌa bisa lèpa ladhe-leru kahibꞌi-kalèbho èu."
GEN 30:32,"Hari ini, izinkan aku berjalan di antara kawanan kambing dombamu untuk memisahkan dari situ setiap domba yang berbintik-bintik dan bertutul, dan setiap anak domba yang berwarna gelap, dan setiap kambing yang bertutul atau berbintik-bintik. Itulah yang akan menjadi upahku.","Ladhe moꞌo, deo neꞌe kahèi, jaꞌa laku asa badha-manu toꞌo sèi, ho hagꞌe si. Mia dhu dènge boe katèdꞌa aa dènge boe karata, sèra sa unu toꞌo ku taruu. Te ngaa mia dhu dènge katèdꞌa aa dhu karata, hia mi jaꞌa. Dènge kahibꞌi-kalèbho dhu mèdhi, jaꞌa kora aaꞌi si. Seꞌe se, hudꞌi laa jꞌajꞌi mi babꞌae rui-jꞌajꞌèra jaꞌa.","Jaꞌa neo kako palème dènge miu, sèna ka miu meꞌa, na, Jaꞌa neo kako palème era ètu talora aae kahibꞌi-kalèbho miu. De miu hudꞌi soro tèke ku Jaꞌa, sèna ka Jaꞌa hagꞌe eele kahibꞌi-kalèbho dhu pèdꞌa, dènge kahibꞌi-kalèbho dhu pèdꞌa maroga, dènge kahibꞌi-kalèbho dhu pèdꞌa maroga, sèna ka abhu pala nèti dhèu leo sèra. Jaꞌa abhu gaji sèmi èèna ka."
GEN 30:33,"Kelak, kebenaranku itu menjadi saksi bagiku, ketika engkau datang untuk memeriksa upahku. Semua yang tidak berbintik-bintik atau bertutul di antara kambing-kambing itu, dan yang tidak berwarna gelap di antara domba-domba itu, itu akan diperhitungkan sebagai curianku.”","Dꞌai lodꞌo limuri, pe toꞌo meꞌa jaꞌa ne sabꞌa dènge mola, do aadꞌo. Sadꞌi lake more, mai ho mu parisa badha-manu jaꞌa. Ladhe mu abhu kahibꞌi-kaꞌia dhu dènge boe katèdꞌa, aa dhu karata boe, do, kahibꞌi-kalèbho dhu pudhi, èèna na, dhu meꞌa le èèna, jaꞌa manaꞌu badha-manu toꞌo.”","Uru èèna, lodꞌo èu mai ajꞌa-nori jaꞌa gaji ètu dꞌara èmu jaꞌa, èu peka sèmi neꞌe ka: Ladhe abhu kahibꞌi-kalèbho dhu rèu ra koe-kapengo, aa dhu rèu rèu rèu rèu rèu rèu, na, jaꞌa parisa si, te rèngu se dhèu manaꞌu. De jaꞌa keꞌa, na, èu ne dhèu mola. De ropa èu mai sèna ka parisa gaji jaꞌa, èu hudꞌi peka ku dènge jaꞌa, na, dhèu dhu rèu rèu rèu rèu rèu, nuka sèmi dhèu manaꞌu."
GEN 30:34,"Laban menjawab, “Baiklah! Jadilah seperti yang kaukatakan itu.”","Ka Laban dꞌèi kahèi, aku nèngu na, “Oo! Jꞌara na sèmi èèna ka.”","Hèia Laban dhaa, aku nèngu na, Ladhe sèmi èèna, hudꞌi laa! Hudꞌi laa madhutu lii èu èèna."
GEN 30:35,"Namun, pada hari itu, dia memisahkan kambing-kambing jantan yang bergaris-garis dan bertutul, dan semua kambing betina yang berbintik-bintik dan bertutul, semua yang ada warna putih pada badannya. Dia juga memisahkan semua domba yang berwarna gelap, lalu Laban menyerahkannya ke tangan anak-anaknya.","Te ngaa ètu dꞌara lodꞌo èèna kahèi, Laban hagꞌe dènge badha dhu katèdꞌa, dhu karata, dènge kahibꞌi-kalèbho dhu mèdhi. Ka na pangèdꞌu mi ana na si, ho ladhe-leru.","Hèia lodꞌo èèna kahèi, lamatua èmu manèngi-mangajꞌi hagꞌe eele kahibꞌi-kalèbho dhu rèu rai, dènge kahibꞌi-kalèbho dhu pèdꞌu kaleꞌe, aa kahibꞌi-kalèbho dhu pèdꞌu kaleꞌe, sèna ka hia asa ana-ana na sèra. Laban hagꞌe eele kahèi kahibꞌi-kalèbho dhu pèdꞌu kaleꞌe, sèna ka ra jꞌajꞌi mi dua kaboko."
GEN 30:36,"Kemudian, dia mengambil jarak antara dirinya dengan Yakub selama tiga hari perjalanan, sementara Yakub menggembalakan sisanya dari kawanan kambing domba Laban.",Hèia eo rèti ka badha se asa era èci dhu kajꞌèu na tèlu lodꞌo kako haga nèti era Yakob si. Ka Yakob madhenge ka badha dhu ata se.,"Èle èèna ka, Yakob laꞌe tèlu lodꞌo kateme, ho madhenge Yakob. Ka Yakob madhenge kahibꞌi-kalèbho dhu leo sèra."
GEN 30:37,"Kemudian, Yakub memotong ranting-ranting segar dari pohon hawar, pohon badam, dan pohon berangan, lalu dia mengupas belang-belang putihnya sehingga terlihatlah warna putih pada ranting-ranting itu.","Èla èèna ka, Yakob poro nare dadana aajꞌu nèti ajꞌu tèlu rupa. Ka na caci pakarata kaꞌuri ajꞌu sèra, tao strep-strep.","Hèia Yakob nare dadana nèti ajꞌu dhu ana iiki-iiki, ajꞌu badha, dènge ajꞌu tabaga. Ka na pare palam pudhi se, hèia rèngu rèdhi rèu pudhi."
GEN 30:38,"Dia meletakkan ranting-ranting yang telah dikupasnya di depan kawanan kambing domba itu, di palungan-palungan, di penampungan-penampungan air, tempat kawanan itu datang untuk minum. Biasanya, mereka saling kawin ketika mereka datang untuk minum.","Hèia ajꞌu dhu strep-strep se, na tèke asa dꞌara karabꞌa kahibꞌi. Badha se dhu tema le paꞌango aa paleo ètu era èèna.","Èle èèna ka, dhèu sabꞌa ère rèu rèu, hèia laꞌe tao rèu palam asa madha kahibꞌi-kalèbho sèra. Ra tao ètu dꞌara soka, ètu era dhu dhèu madhenge èi ho rinu. Rèngu biasa paleo èmu, lodꞌo dhèu madhenge kahibꞌi-kalèbho sèra."
GEN 30:39,"Ketika kawanan itu kawin di depan ranting-ranting itu, kawanan itu melahirkan yang bergaris-garis, berbintik-bintik, dan bertutul.","De ladhe badha se paleo ètu madha ajꞌu strep-strep se, ra matana ana dhu rèu ra katèdꞌa dènge karata.","Ropa kahibꞌi-kalèbho sèra maso asa dꞌara oka, hèia kahibꞌi-kalèbho sèra nara iisi kahèi ana dhu rèu rai, dhu kabhui, dènge kaꞌuri."
GEN 30:40,Yakub memisahkan anak-anak domba dan menghadapkan kawanan itu ke arah yang bergaris-garis dan semua yang berwarna gelap dari kawanan domba milik Laban. Dia memisahkan kawanan dombanya dari milik Laban.,"Ka ladhe badha Laban se neo paleo, Yakob patangare si asa kahibꞌi dhu katèdꞌa dènge karata sèra. Hèia ana dhu ra matana sa rèu ra katèdꞌa dènge karata kahèi. Dènge jꞌara sèmi èèna ka, badha na asa ae. Ka na pacèri eele si nèti badha Laban sèra.","Èle èèna ka, Yakob pacèri kahibꞌi-kalèbho nèti kahibꞌi-kalèbho Laban. Ka na nèti kahibꞌi-kalèbho se asa era dhu rèu mèdhi, dènge rèhu maroga. Hèia Yakob nèti kahibꞌi-kalèbho na, kahibꞌi-kalèbho nèti kahibꞌi-kalèbho Laban."
GEN 30:41,"Setiap kali yang lebih kuat dari kawanan itu kawin, Yakub akan meletakkan ranting-ranting di depan mata kawanan itu sehingga mereka bisa kawin dekat ranting-ranting itu.","Ropa badha dhu èra neo paleo, Yakob nare kadhèli ajꞌu dhu strep-strep sèra, tao mi dꞌara karabꞌa ètu madha si.","Ladhe dhèu kahibꞌi-kalèbho dhu kapai risi nèti rèngu dua ra paleo èmu, èèna na Yakob tao rèu paleo ètu madha rèngu, sèna ka dua ra bisa paleo èmu ètu èèna."
GEN 30:42,"Namun, dia tidak meletakkannya di depan kawanan yang lemah. Karena itu, yang lemah adalah milik Laban, sedangkan yang kuat adalah milik Yakub.","Te ngaa ladhe kahibꞌi dhu roe dènge malaka-godꞌa neo paleo, Yakob soro tèke si. Ka badha dhu roe, sèra unu toꞌo na Laban. Aa mia dhu èra, sèra unu nèngu.","Te ngaa ropa rèngu paꞌèci dènge kahibꞌi-kalèbho dhu roe, Lamatua soro tèke boe si, sèna ka rèngu jꞌajꞌi mi dhèu unu Lamatua. Nèti èèna ka, Yakob sèmi nare kahibꞌi-kalèbho dhu èra boe, te ngaa nèngu sèmi nare kahèi kahibꞌi-kalèbho dhu èra."
GEN 30:43,"Dengan demikian, Yakub bertambah kaya raya. Dia mempunyai banyak sekali kawanan kambing domba, hamba laki-laki dan hamba perempuan, unta, dan keledai.","Dènge jꞌara neꞌe ne, Yakob jꞌajꞌi dhèu kaja-suꞌi. Ka kahibꞌi-kaꞌia na, kahibꞌi-kalèbho na, onta na, keledꞌei na, dènge ènu na bhèni-mone, udhu sobhu-sobhu.","Hèia Yakob asa tabha kaja. Nèngu ne dènge kahibꞌi-kalèbho ae titu kèna. Abhu kahèi ènu na, dhèu bhèni-dhèu mone, badha onta, dènge keledꞌei na."
GEN 31:1,"Pada suatu hari, Yakub mendengar perkataan anak-anak Laban, katanya, “Yakub telah mengambil segala milik ayah kita, dan dari milik ayah kita itu, dia membangun seluruh kekayaan ini.”","Ca tèka, Yakob tadèngi lii padhai ana-ana Laban se, aku rèngu na, “Kakaja-sasuꞌi Yakob sèra, lula na kao nare aaꞌi mèdha-panyau ama èdhi.”","Ca lodꞌo, hèia Yakob tadèngi ana-èpu Laban peka, na, Yakob manaꞌu nare le mèdha-panyau ama èdhi, aaꞌi-aaꞌi ra jꞌajꞌi unu ama na. Hèia Yakob dedꞌe mèdha-panyau ama èdhi, ho jꞌajꞌi mi gudꞌa hiu."
GEN 31:2,"Yakub memperhatikan wajah Laban, tampaknya tidak lagi seperti dahulu terhadapnya.","Yakob nèdhi kahèi rèhu toꞌo Laban mare heka, aa beꞌa heka dènge ne, sèmi uru èèna.","Ropa Yakob ladhe nèdhi, na, rèhu Laban ele le, nuka sèmi uru èèna."
GEN 31:3,"Lalu, berkatalah TUHAN kepada Yakub, “Kembalilah ke tanah nenek moyangmu, dan kepada keluargamu, dan Aku akan menyertaimu.”","Hèia LAMATUA peka dènge Yakob, “Dꞌai le lodꞌo, ho èu lèpa asa ina dènge ama mu. Jaꞌa palere-lere dènge èu.”","Èle èèna ka, Lamatua peka dènge Yakob, aku Nèngu na, Èu hudꞌi lèpa hari asa rai bèi-baki èu, dènge aꞌari èu. Te Jaꞌa neo tao jꞌara èci dènge èu."
GEN 31:4,"Setelah itu, Yakub menyuruh orang untuk memanggil Rahel dan Lea ke tempat kawanan kambing dombanya, di padang.","Ka Yakob hia dhèu lasi paroa Rahel dènge Lea, sèna ka mai paraga dènge ne ètu era ani badha, ètu dꞌara mamoo.","Hèia Yakob pua dhèu lasi paroa Rahel dènge Lea, lasi asa era kahibꞌi-kalèbho na ètu dꞌara padꞌa sodꞌa."
GEN 31:5,"Dia berkata kepada mereka, “Aku memperhatikan bahwa wajah ayahmu terhadapku tidak lagi seperti dahulu. Akan tetapi, Allah ayahku menyertaiku.","Hèia na peka dènge ra, aku nèngu na, “Limuri ne, jaꞌa ladhe-ladhe na, ama miu na rèhu na mare heka dènge jaꞌa. Aa babeꞌa na mi jaꞌa, sèmi heka uru èèna. Te ngaa Ama Lamatua dhu ama ku sogo-tagu èèna, palere-lere dènge jaꞌa.","Hèia na peka, Sèmi neꞌe. Jaꞌa keꞌa le, dꞌara ama miu beꞌa heka dènge jaꞌa, nuka sèmi uru èèna. Te ngaa Ama Lamatua bera-bera dènge jaꞌa."
GEN 31:6,Kalian tahu bahwa dengan sekuat tenaga aku sudah bekerja pada ayahmu.,"Miu dua mi se meꞌa le, nèbhu nare sange neꞌe, jaꞌa jꞌajꞌi kuli ètu ama miu!","Miu aaꞌi-aaꞌi mi meꞌa, na, jaꞌa sabꞌa bia, sèna ka ladhe-leru ama miu."
GEN 31:7,"Namun, ayahmu telah menipuku dan mengubah upahku sebanyak sepuluh kali. Akan tetapi, Allah tidak membiarkannya menjahatiku.","Te ngaa sèmi èèna, dꞌara na laꞌe kahèi, ka na kapodꞌe-kabèli taruu jaꞌa. Ka na ubꞌa rui-jꞌajꞌèra jaꞌa, canguru hari kèna. Masi ka sèmi èèna, Ama Lamatua jꞌaga paꞌèra jaꞌa.","Masi ka sèmi èèna, te ngaa ama miu kapodꞌe-kabèli le gaji jaꞌa, canguru hari. Masi ka sèmi èèna, te ngaa Ama Lamatua soro tèke boe nèngu pea ètu talora aae jaꞌa."
GEN 31:8,"Jika dia berkata, ‘Yang berbintik-bintik akan menjadi upahmu,’ seluruh kawanan itu pun melahirkan yang berbintik-bintik. Jika dia berkata, ‘Yang bergaris-garis akan menjadi upahmu,’ seluruh kawanan itu pun melahirkan yang bergaris-garis.","Lodꞌo ama miu peka na, ‘Badha dhu rèu ra katèdꞌa sèra jꞌajꞌi mi unu èu,’ ho ladhe lodꞌo badha se matana, ana dhu katèdꞌa hua-hua. Lodꞌo leo hari, na peka, ‘Badha dhu karata sèra, jꞌajꞌi mi unu èu,’ ka badha se matana ana karata aaꞌi-aaꞌi.","Ladhe dhèu ne peka, na, Dhèu dhu rai kajꞌalu, èèna na Lamatua bꞌala hia èu. Hèia dhèu madhenga ne nara iisi dhèu dhu rai kajꞌalu kahèi. Aa ladhe na peka, na, Dhèu dhu rai kajꞌalu, èèna na Lamatua bꞌala hia èu. Hèia dhèu madhenga ne nara iisi dhèu dhu rai kajꞌalu kahèi."
GEN 31:9,Demikianlah Allah mengambil ternak ayahmu dan memberikannya kepadaku.,"Ama Lamatua adꞌu sèmi èèna na, sèna ka nare aaꞌi badha-manu ama miu èèna, ho hia mi jaꞌa.","Hèia Ama Lamatua dedꞌe nare kahibꞌi-kalèbho ama miu, ka hia jaꞌa."
GEN 31:10,"Pada musim kawin ternak, aku mengarahkan mataku dan melihat dalam mimpi, tampaklah kambing-kambing jantan yang sedang kawin adalah yang bergaris-garis, berbintik-bintik, dan bertutul.","Ca tèka, ropa badha se paleo, jaꞌa kèdhi ètu dꞌara nii, dhu peka na, badha mone aaꞌi-aaꞌi dhu paleo, abhu dhu katèdꞌa aa dhu karata hèi.","Dꞌai hèru kabꞌi kahibꞌi-kalèbho, jaꞌa nii. Jaꞌa kèdhi kahibꞌi-kalèbho dhu rai pajꞌala rai, dènge kahibꞌi-kalèbho dhu paꞌabhe kajꞌalu."
GEN 31:11,"Kemudian, Malaikat Allah berkata kepadaku dalam mimpi, ‘Yakub!’ Aku menjawab, ‘Ya.’","Ka ana pajuu Lamatua nèti sorga paroa jaꞌa, peka na, ‘Yakob!’ Hèia jaꞌa dhaa, ‘Tasamia, Lamatua?’","Èle èèna ka, ètu dꞌara nii, jaꞌa ladhe kèdhi ana pajuu Ama Lamatua nèti sorga mai peka dènge jaꞌa, aku nèngu na, Yakub! Ka jaꞌa dhaa, aku jaꞌa na, Tareꞌa!"
