word,freq_count,target_text,source_text
cicitku,1,"De jaꞌa manèngi, sèna ka èu subha ètu katanga madha Ama Lamatua, dhu peka na, èu bisa boe kapodꞌe-kabèli jaꞌa, dènge ana-èpu jaꞌa aaꞌi-aaꞌi ra. Sèmi dhu jaꞌa tao le beꞌa mi èu, na, èu hudꞌi tao beꞌa kahèi mi jaꞌa dènge kabarai jaꞌa.”","Jadi, bersumpahlah kepadaku di sini, di hadapan Allah, bahwa kamu tidak akan berlaku curang terhadap aku, kepada anak-anakku, atau kepada cucu cicitku. Akan tetapi, seperti kebaikan yang telah kutunjukkan kepadamu, tunjukkanlah kebaikanmu kepadaku dan kepada negeri yang kamu tumpangi ini.”"
tumpangi,1,"De jaꞌa manèngi, sèna ka èu subha ètu katanga madha Ama Lamatua, dhu peka na, èu bisa boe kapodꞌe-kabèli jaꞌa, dènge ana-èpu jaꞌa aaꞌi-aaꞌi ra. Sèmi dhu jaꞌa tao le beꞌa mi èu, na, èu hudꞌi tao beꞌa kahèi mi jaꞌa dènge kabarai jaꞌa.”","Jadi, bersumpahlah kepadaku di sini, di hadapan Allah, bahwa kamu tidak akan berlaku curang terhadap aku, kepada anak-anakku, atau kepada cucu cicitku. Akan tetapi, seperti kebaikan yang telah kutunjukkan kepadamu, tunjukkanlah kebaikanmu kepadaku dan kepada negeri yang kamu tumpangi ini.”"
tamariska,1,"Èle èèna ka, Abraham sèle ajꞌu tamareska ca kapua ètu Beer Syeba. Karèi nèti lodꞌo èèna, ajꞌu ne pasanèdꞌe Abraham, lula ètu era èèna ka, nèngu mangajꞌi LAMATUA dhu Mamuri Toke Dꞌai Mia-Mia.","Abraham menanam pohon tamariska di Bersyeba dan di situ dia menyerukan nama TUHAN, Allah yang kekal."
menyerukan,1,"Èle èèna ka, Abraham sèle ajꞌu tamareska ca kapua ètu Beer Syeba. Karèi nèti lodꞌo èèna, ajꞌu ne pasanèdꞌe Abraham, lula ètu era èèna ka, nèngu mangajꞌi LAMATUA dhu Mamuri Toke Dꞌai Mia-Mia.","Abraham menanam pohon tamariska di Bersyeba dan di situ dia menyerukan nama TUHAN, Allah yang kekal."
kaukasihi,1,"Ka Ama Lamatua peka dènge ne, “Mu nanene paie-iie! More ana pasue èu mone mesa na. Mèti ne asa rai Moria, ho tao ne jꞌajꞌi korban tunu hia Jaꞌa. Pe dꞌai nèi, Jaꞌa heka pajꞌujꞌu era dhu ètu ledhe èci.”","Dia berfirman, “Bawalah Ishak, anakmu satu-satunya, yang kaukasihi itu, ke tanah Moria. Lalu, persembahkanlah dia di sana sebagai kurban bakaran di salah satu gunung yang akan Kutunjukkan kepadamu.”"
moria,1,"Ka Ama Lamatua peka dènge ne, “Mu nanene paie-iie! More ana pasue èu mone mesa na. Mèti ne asa rai Moria, ho tao ne jꞌajꞌi korban tunu hia Jaꞌa. Pe dꞌai nèi, Jaꞌa heka pajꞌujꞌu era dhu ètu ledhe èci.”","Dia berfirman, “Bawalah Ishak, anakmu satu-satunya, yang kaukasihi itu, ke tanah Moria. Lalu, persembahkanlah dia di sana sebagai kurban bakaran di salah satu gunung yang akan Kutunjukkan kepadamu.”"
memelana,1,"Dꞌai bèli madꞌae aae na, Abraham sègꞌi ajꞌu sèna ka tao kadhèna. Na èki, ka na hue asa dedha keledꞌei. Ka dua ra dènge Isak, aa dènge dhèu sabꞌa na dhèu dua, pakèdꞌi asa era dhu Lamatua peka dènge ne.","Pagi-pagi sekali, bangunlah Abraham dan memelana keledainya. Dia mengajak dua dari pelayannya bersamanya dan juga Ishak, anaknya. Dia membelah kayu untuk kurban bakaran, lalu dia bersiap dan berangkat ke tempat yang telah difirmankan Allah kepadanya."
kayunya,1,"hèia Isak paroa ama na, aku nèngu na, “Ama!” Ka Abraham dhaa, aku nèngu na, “Nga tao, ana?” Hèia Isak karèi, aku nèngu na, “Èdhi neo lati tunu korban. De ai dènge kadhèna ka seꞌe le. Te ngaa ana kahibꞌi-kalèbho dhu èdhi pake jꞌajꞌi korban, ka mia?”","Ishak berkata kepada ayahnya, “Ayahku!” Abraham menjawab, “Ya, Nak?” Ishak bertanya, “Lihat, api dan kayunya ada di sini, tetapi mana domba untuk persembahan bakarannya?”"
bakarannya,1,"hèia Isak paroa ama na, aku nèngu na, “Ama!” Ka Abraham dhaa, aku nèngu na, “Nga tao, ana?” Hèia Isak karèi, aku nèngu na, “Èdhi neo lati tunu korban. De ai dènge kadhèna ka seꞌe le. Te ngaa ana kahibꞌi-kalèbho dhu èdhi pake jꞌajꞌi korban, ka mia?”","Ishak berkata kepada ayahnya, “Ayahku!” Abraham menjawab, “Ya, Nak?” Ishak bertanya, “Lihat, api dan kayunya ada di sini, tetapi mana domba untuk persembahan bakarannya?”"
mempersembahkannya,1,"Hèia Abraham ladhe nèdhi kahibꞌi-kalèbho mone ciꞌu, dhu tadhu na pakai nare dadana aajꞌu dhu karoki. Ka na laꞌe kèpe nare, ho tunu jꞌajꞌi mi korban hia Ama Lamatua, gati ana na.","Kemudian, Abraham mengangkat wajahnya dan melihat seekor domba jantan yang tanduknya tersangkut di semak belukar. Lalu, Abraham pergi untuk mengambil domba jantan itu dan mempersembahkannya sebagai kurban bakaran menggantikan anaknya."
diberitakanlah,1,"Ca lodꞌo, Abraham tadèngi na, dhèu èmu ari na Nahor, dhu ngara na Milka, nara iisi ana na.","Setelah semua peristiwa ini, diberitakanlah mengenai hal ini kepada Abraham, “Ketahuilah, Milka juga telah menjadi ibu. Dia telah melahirkan anak-anak laki-laki bagi Nahor, saudaramu."
bus,1,"Ana uru, ngara na Us. Ari na, Bus. Èle ka, nara iisi hari Kemuel (dhu jꞌajꞌi ama Aram.)","Anaknya yang sulung adalah Us, kemudian Bus, adiknya, dan Kemuel, nenek moyang orang Aram."
kemuel,1,"Ana uru, ngara na Us. Ari na, Bus. Èle ka, nara iisi hari Kemuel (dhu jꞌajꞌi ama Aram.)","Anaknya yang sulung adalah Us, kemudian Bus, adiknya, dan Kemuel, nenek moyang orang Aram."
kesed,1,"Ka na abhu hari Kesed, Haso, Pildas, Yidlaf, dènge Betuel.","Kemudian, Kesed, Hazo, Pildash, Yidlaf, dan Betuel.”"
hazo,1,"Ka na abhu hari Kesed, Haso, Pildas, Yidlaf, dènge Betuel.","Kemudian, Kesed, Hazo, Pildash, Yidlaf, dan Betuel.”"
pildash,1,"Ka na abhu hari Kesed, Haso, Pildas, Yidlaf, dènge Betuel.","Kemudian, Kesed, Hazo, Pildash, Yidlaf, dan Betuel.”"
yidlaf,1,"Ka na abhu hari Kesed, Haso, Pildas, Yidlaf, dènge Betuel.","Kemudian, Kesed, Hazo, Pildash, Yidlaf, dan Betuel.”"
reuma,1,"Nahor abhu ana kahèi nèti bhèni piara na, ngara na Reuma. Ana Reuma, nuka: Teba, Gaham, Tahas, dènge Maaka.","Gundik Nahor yang bernama Reuma juga melahirkan anak laki-laki, yaitu Tebah, Gaham, Tahash, dan Maakha."
tebah,1,"Nahor abhu ana kahèi nèti bhèni piara na, ngara na Reuma. Ana Reuma, nuka: Teba, Gaham, Tahas, dènge Maaka.","Gundik Nahor yang bernama Reuma juga melahirkan anak laki-laki, yaitu Tebah, Gaham, Tahash, dan Maakha."
gaham,1,"Nahor abhu ana kahèi nèti bhèni piara na, ngara na Reuma. Ana Reuma, nuka: Teba, Gaham, Tahas, dènge Maaka.","Gundik Nahor yang bernama Reuma juga melahirkan anak laki-laki, yaitu Tebah, Gaham, Tahash, dan Maakha."
tahash,1,"Nahor abhu ana kahèi nèti bhèni piara na, ngara na Reuma. Ana Reuma, nuka: Teba, Gaham, Tahas, dènge Maaka.","Gundik Nahor yang bernama Reuma juga melahirkan anak laki-laki, yaitu Tebah, Gaham, Tahash, dan Maakha."
maakha,1,"Nahor abhu ana kahèi nèti bhèni piara na, ngara na Reuma. Ana Reuma, nuka: Teba, Gaham, Tahas, dènge Maaka.","Gundik Nahor yang bernama Reuma juga melahirkan anak laki-laki, yaitu Tebah, Gaham, Tahash, dan Maakha."
pekuburannya,1,"“Sèmi neꞌe, ama! Nèbhu nare sange neꞌe, jiꞌi se tadhe le ama, dhu sama sèmi ca dhèu, dhèu heka dhu jiꞌi pakabꞌua. De sadꞌi ama dꞌèi rai mia dhu beꞌa, dhu pamèci dènge dadꞌèi ama. Jiꞌi se dhoka ngoꞌo di; dhèu èci sa dhu magee boe.”","“Dengarlah kami, ya Tuan, engkau adalah seorang pemimpin besar di tengah-tengah kami. Kuburkanlah jenazah istrimu itu di pekuburan terpilih di tempat kami. Tidak ada satu pun dari kami yang akan menolakmu dari pekuburannya supaya engkau dapat menguburkan orang matimu.”"
temuilah,1,"Ka na padhai lii, peka na, “Ladhe miu sèmi lii jaꞌa na, jaꞌa manèngi ho peka dènge ana mone Sohar, dhu ngara na Efron.","Dia berkata kepada mereka, “Jika kamu telah menyetujui agar aku dapat menguburkan orang matiku dari hadapanku ini, dengarkanlah aku dan temuilah Efron keturunan Zohar itu demi aku,"
harganya,1,"Hèia, aku Efron na, “Rai èèna, kabꞌua na, dhoka èpa ngasu doi pudhi di. Guna ngaa èdhi dua ti padhue kabꞌua rai ciki ooꞌe èèna, dhu sasoa na aadꞌo. De lamu ka, ho mèti dhèu madhe na, sèna ka padhane ne ètu nèi.”","Efron menjawab Abraham, katanya, “Tuanku, dengarkanlah aku, sebidang tanah itu harganya 400 syikal perak, tetapi apalah artinya itu bagiku dan bagimu? Jadi, kuburkanlah orang matimu.”"
menimbang,1,"Ka Abraham dꞌèi kahèi dènge kabꞌua na sange èèna, madhutu sèmi lii Efron. Hèia ètu madha dhèu ae-ae sèra, na ige nare doi pudhi èpa ngasu, tihe kabꞌua rai èèna mi Efron.","Abraham mendengar perkataan Efron. Dia menimbang perak sebanyak yang dikatakan Efron, yang didengar oleh keturunan Het, yaitu 400 syikal perak, sesuai dengan berat perak yang berlaku di antara para pedagang."
asalmu,1,"Hèia dhèu sabꞌa ne karèi Abraham, aku nèngu na, “Beꞌa, ama! Te ngaa, sèmi ana bhèni na dꞌèi boe mai asa neꞌe, na tasamia? Ladhe sèmi èèna, hudꞌi jaꞌa kèti ana ama ku, ho hia ne leo-èmu ètu nèi, do tasamia?”","Hamba itu berkata kepadanya, “Bagaimana jika perempuan itu tidak mau ikut denganku ke negeri ini? Haruskah aku membawa anakmu ke negeri asalmu?”"
beraneka,1,"Ka dhèu èèna pili nare badha onta canguru ngiꞌu. Hèia na hua rupa-rupa mèdha dhu kabꞌua asa dedha onta se. Hèia laꞌe ka asa kota Nahor, ètu rai Mesopotamia.","Kemudian, hamba itu membawa sepuluh ekor unta dari kawanan unta tuannya dan pergi. Dia juga membawa beraneka ragam barang bagus milik tuannya dan pergi ke Mesopotamia, ke kota Nahor."
ragam,1,"Ka dhèu èèna pili nare badha onta canguru ngiꞌu. Hèia na hua rupa-rupa mèdha dhu kabꞌua asa dedha onta se. Hèia laꞌe ka asa kota Nahor, ètu rai Mesopotamia.","Kemudian, hamba itu membawa sepuluh ekor unta dari kawanan unta tuannya dan pergi. Dia juga membawa beraneka ragam barang bagus milik tuannya dan pergi ke Mesopotamia, ke kota Nahor."
turunkan,1,"De jaꞌa manèngi sèmi neꞌe: ladhe jaꞌa padhai lii dènge ana bhèni èci, peka na, ‘Ana, ee! Papuru ku èru èi èu hia jaꞌa kinu.’ Ho ladhe na dhaa, peka na, ‘Ama, minu la! Aa, pe jaꞌa hia dènge onta ama, rinu hèi!’ Jꞌara neꞌe ne jꞌajꞌi tadha dhu peka na, ana bhèni ne ka dhu Ama Lamatua pajꞌujꞌu, jꞌajꞌi mi dhèu èmu Isak! Dènge tadha sèmi neꞌe, jaꞌa keꞌa na Lamatua padꞌelo le babeꞌa mi Abraham, lamatua jaꞌa èèna.”","Kalau gadis yang kepadanya aku berkata, ‘Tolong turunkan kendimu supaya aku dapat minum,’ menjawab dengan, ‘Minumlah dan aku juga akan memberi minum unta-untamu,’ dialah yang Engkau tetapkan bagi hamba-Mu, Ishak. Dengan demikian, aku akan mengetahui bahwa Engkau telah menunjukkan kemurahan-Mu kepada tuanku.”"
menimbanya,1,"Ka laꞌe bhori èi dhu risi, asa dꞌara karabꞌa badha. Hèia na caꞌe-laꞌe mai pèri-pèri hari, dhui èi, ho hia onta se rinu toke bècu.","Lalu, Ribka segera menuangkan seluruh isi kendinya ke dalam palungan, lalu berlari kembali ke sumur untuk menimba air, dan dia menimbanya untuk semua unta orang itu."
mendapatinya,1,"Ana mone Ribka, ngara na Laban. Ropa Laban ladhe nèdhi mèdha hualaa se, aa na tadèngi lii lolo ana hèni na, ka rai asa liꞌu laꞌe. Laꞌe soru dhèu sabꞌa Abraham dhu titu era dènge onta ra ètu madha èi.","Ribka mempunyai seorang saudara laki-laki bernama Laban, dan Laban berlari keluar untuk menemui hamba Abraham itu di dekat mata air. Hal itu dilakukannya segera setelah dia melihat anting-anting dan gelang yang dikenakan pada tangan adiknya, serta mendengar perkataan Ribka: “Begitulah yang dikatakan orang itu kepadaku.” Laban menemui hamba Abraham itu dan mendapatinya berdiri di sebelah unta-untanya di dekat mata air."
disajikan,1,"Ropa lalau rare ngangaꞌa-nginu ètu dedha mei, dhèu sabꞌa ne padhai lii, aku nèngu na, “Jiꞌi neo ngaꞌa ne, te ngaa jaꞌa lole uuru ku, mamai jaꞌa ne.” Ka Laban dhaa, peka na, “Ama, mu padhai lii ngaa, na peka ka laa.”","Kemudian, makanan disajikan di hadapannya untuk dimakan. Namun, dia berkata, “Aku tidak akan makan sampai aku selesai mengatakan apa yang harus aku katakan.” Laban berkata kepadanya, “Berbicaralah.”"
kataku,1,"Hèia jaꞌa karèi ne, aku jaꞌa na, ‘Tasamia, ladhe ana bhèni ne, noꞌo boe madhutu jaꞌa mai sa neꞌe?’","Kataku kepada tuanku itu, ‘Bagaimana jika perempuan itu tidak mau ikut denganku?’"
kaumku,1,"Ka na peka, ‘LAMATUA dhu jaꞌa madhutu dadꞌèi Na, pe Na paleha ana pajuu Na nèti sorga, mai bhoke jꞌara hia èu, sèna ka èu abhu ana bhèni ca dhèu nèti aꞌari jaꞌa unu ku, ho jꞌajꞌi mi dhèu èmu ana jaꞌa.","Jawab tuanku, ‘TUHAN, yang di hadapan-Nya aku berjalan, akan mengutus malaikat-Nya untuk menyertai dan membuat perjalananmu berhasil sehingga kamu akan mengambilkan seorang istri untuk anakku dari tengah-tengah kaumku dan dari keluarga ayahku."
memasangkan,1,"Ka jaꞌa karèi ne, ‘Ama mu, ngara na cee?’ Ka na dhaa, peka na, ‘Ama ku, ngara na Betuel. Aa baki ku, ngara na Nahor. Dènge ngara bèi ku, Milka.’ Hèia jaꞌa papake ne kadheli mi sahènga na, dènge pasaluu kanau hualaa ca pasa mi ai kariu dènge ai gꞌana na.","Kemudian, aku bertanya kepadanya, ‘Anak siapakah engkau?’ Jawabnya, ‘Anak perempuan Betuel, dia adalah anak laki-laki yang dilahirkan Milka bagi Nahor.’ Aku pun memasangkan anting-anting pada hidungnya dan gelang pada tangannya."
buruknya,1,"Ropa dhèu sabꞌa ne padhai lii nare, ka Laban dènge Betuel dhaa, aku rèngu na, “Ladhe LAMATUA dhu adꞌu nare le madha jꞌara ne, jiꞌi peka lii ngaa hari.","Kemudian, Laban dan Betuel menjawab, “Karena hal ini berasal dari TUHAN, kami tidak dapat mengatakan kepadamu baik atau buruknya."
pengasuhnya,1,"Hèia ra hia Ribka dènge bhèni dhu leru ne karèi nèti ana iiki ka, ho lasi palere dènge dhèu sabꞌa Abraham sèra. Ka ra hia Ribka mèngi-nale, aku rèngu na, “Jiꞌi sanao-maena sèna ka Ama Lamatua hia èu mora iisi ana ae-ae, ho ana-èpu mu dꞌai riho-kehi. Aa jiꞌi sanao kahèi, sèna ka ana-èpu èu sèra segi aaꞌi musu rèngu sèra!”","Jadi, mereka mengizinkan Ribka dan pengasuhnya pergi bersama hamba Abraham dan orang-orangnya. Mereka memberkati Ribka dan berkata kepadanya, “Adik perempuan kami, biarlah kamu menjadi berpuluh-puluh ribu; dan kiranya keturunanmu menduduki pintu gerbang negeri-negeri yang memusuhi mereka.”"
untanya,1,"Ropa Ribka ladhe nèdhi Isak, hèia na puru lai-lai nèti dedha onta.","Ribka juga melayangkan pandangannya dan melihat Ishak, lalu dia turun dari untanya."
cadarnya,1,"Ka na karèi dhèu sabꞌa Abraham, aku nèngu na, “Dhèu mone cee ka mai nèi?” Ka dhèu ne dhaa, peka na, “Nèngu na, ana lamatua jaꞌa kèna.” Hèia Ribka nare salalu na, paꞌabhe rèhu na.","Dia bertanya kepada hamba itu, “Siapakah laki-laki yang sedang berjalan di ladang untuk menemui kita?” Hamba itu menjawab, “Dialah tuanku.” Lalu, Ribka mengambil cadarnya dan menutupi dirinya."
zimran,1,"Hèia Ketura matana ana hia ne. Ana se, ngara ra: Simran, Yoksan, Medan, Midian, Isbak, dènge Sua.","Ketura melahirkan Zimran, Yoksan, Medan, Midian, Isybak, dan Suah bagi Abraham."
isybak,1,"Hèia Ketura matana ana hia ne. Ana se, ngara ra: Simran, Yoksan, Medan, Midian, Isbak, dènge Sua.","Ketura melahirkan Zimran, Yoksan, Medan, Midian, Isybak, dan Suah bagi Abraham."
suah,1,"Hèia Ketura matana ana hia ne. Ana se, ngara ra: Simran, Yoksan, Medan, Midian, Isbak, dènge Sua.","Ketura melahirkan Zimran, Yoksan, Medan, Midian, Isybak, dan Suah bagi Abraham."
letush,1,"Ana Yoksan ka: Seba dènge Dedan. Ana-èpu Dedan nuka, dhèu Asyur, dhèu Letus, dènge dhèu Leum.","Bagi Yoksan, lahirlah Syeba dan Dedan. Keturunan Dedan adalah orang Asyur, orang Letush, dan orang Leum."
leum,1,"Ana Yoksan ka: Seba dènge Dedan. Ana-èpu Dedan nuka, dhèu Asyur, dhèu Letus, dènge dhèu Leum.","Bagi Yoksan, lahirlah Syeba dan Dedan. Keturunan Dedan adalah orang Asyur, orang Letush, dan orang Leum."
efa,1,"Ana Midian ka: Efa, Efer, Henok, Abida dènge Eldaa. Rèngu aaꞌi-aaꞌi se, ana-èpu Ketura.","Keturunan Midian adalah Efa, Efer, Henokh, Abida, dan Eldaa. Mereka semua adalah keturunan Ketura."
efer,1,"Ana Midian ka: Efa, Efer, Henok, Abida dènge Eldaa. Rèngu aaꞌi-aaꞌi se, ana-èpu Ketura.","Keturunan Midian adalah Efa, Efer, Henokh, Abida, dan Eldaa. Mereka semua adalah keturunan Ketura."
abida,1,"Ana Midian ka: Efa, Efer, Henok, Abida dènge Eldaa. Rèngu aaꞌi-aaꞌi se, ana-èpu Ketura.","Keturunan Midian adalah Efa, Efer, Henokh, Abida, dan Eldaa. Mereka semua adalah keturunan Ketura."
eldaa,1,"Ana Midian ka: Efa, Efer, Henok, Abida dènge Eldaa. Rèngu aaꞌi-aaꞌi se, ana-èpu Ketura.","Keturunan Midian adalah Efa, Efer, Henokh, Abida, dan Eldaa. Mereka semua adalah keturunan Ketura."
gundiknya,1,"Lodꞌo dhu Abraham mamuri era, na hagꞌe nare le mèdha-panyau hia ana Hagar dènge ana-ana Ketura, èci-èci ka dènge unu na. Èle èèna ka, Abraham pua si lasi pea re bèka dhimu rai Kanaꞌan, sèna ka ra pakajꞌèu nèti ana na Isak. Ka pusaka na aaꞌi-aaꞌi, na pangèdꞌu mi ana na Isak.","Abraham memberikan segala sesuatu yang dimilikinya kepada Ishak. Akan tetapi, kepada anak-anak dari para gundiknya, Abraham memberikan banyak hadiah kepada mereka. Selagi Abraham masih hidup, dia menyuruh mereka pergi dari Ishak, anaknya, ke sebelah timur, ke tanah timur."
dijalaninya,1,"Lodꞌo umur Abraham dꞌai 175 (ca ngasu pidhu nguru lèmi) tèu, na madhe.","Inilah seluruh tahun kehidupan Abraham yang telah dijalaninya, yaitu 175 tahun. Abraham mengembuskan napas terakhirnya dan mati pada usia yang sangat tua, genap tahun-tahunnya, dan dia dikumpulkan bersama nenek moyangnya."
kedar,1,"Ana-ana Ismael, mone dhèu canguru dua. Ngara ra dhu madhutu nèti dhu uru tèka dꞌai ana limuri tèka, nuka: Nebayot, Kedar, Adbeel, Mibsam, Misma, Duma, Masa, Hadad, Tema, Yetur, Nafis, dènge Kedma. Ana-ana sèra ka, jꞌajꞌi bèi-baki nèti canguru dua suku, dhu èci-èci ka dènge kabarai ra. Ra pangare kabarai ra èci-èci, madhutu ngara bèi-baki ra.","Inilah nama anak-anak laki-laki Ismael sesuai nama-nama mereka: Nebayot, anak sulung Ismael, lalu Kedar, Adbeel, Mibsam, Misyma, Duma, Masa, Hadad, Tema, Yetur, Nafish, dan Kedma. Itulah keturunan Ismael dan itulah nama-nama mereka sesuai kampung dan pemukiman mereka, masing-masing dua belas pemimpin menurut suku-suku mereka."
adbeel,1,"Ana-ana Ismael, mone dhèu canguru dua. Ngara ra dhu madhutu nèti dhu uru tèka dꞌai ana limuri tèka, nuka: Nebayot, Kedar, Adbeel, Mibsam, Misma, Duma, Masa, Hadad, Tema, Yetur, Nafis, dènge Kedma. Ana-ana sèra ka, jꞌajꞌi bèi-baki nèti canguru dua suku, dhu èci-èci ka dènge kabarai ra. Ra pangare kabarai ra èci-èci, madhutu ngara bèi-baki ra.","Inilah nama anak-anak laki-laki Ismael sesuai nama-nama mereka: Nebayot, anak sulung Ismael, lalu Kedar, Adbeel, Mibsam, Misyma, Duma, Masa, Hadad, Tema, Yetur, Nafish, dan Kedma. Itulah keturunan Ismael dan itulah nama-nama mereka sesuai kampung dan pemukiman mereka, masing-masing dua belas pemimpin menurut suku-suku mereka."
mibsam,1,"Ana-ana Ismael, mone dhèu canguru dua. Ngara ra dhu madhutu nèti dhu uru tèka dꞌai ana limuri tèka, nuka: Nebayot, Kedar, Adbeel, Mibsam, Misma, Duma, Masa, Hadad, Tema, Yetur, Nafis, dènge Kedma. Ana-ana sèra ka, jꞌajꞌi bèi-baki nèti canguru dua suku, dhu èci-èci ka dènge kabarai ra. Ra pangare kabarai ra èci-èci, madhutu ngara bèi-baki ra.","Inilah nama anak-anak laki-laki Ismael sesuai nama-nama mereka: Nebayot, anak sulung Ismael, lalu Kedar, Adbeel, Mibsam, Misyma, Duma, Masa, Hadad, Tema, Yetur, Nafish, dan Kedma. Itulah keturunan Ismael dan itulah nama-nama mereka sesuai kampung dan pemukiman mereka, masing-masing dua belas pemimpin menurut suku-suku mereka."
misyma,1,"Ana-ana Ismael, mone dhèu canguru dua. Ngara ra dhu madhutu nèti dhu uru tèka dꞌai ana limuri tèka, nuka: Nebayot, Kedar, Adbeel, Mibsam, Misma, Duma, Masa, Hadad, Tema, Yetur, Nafis, dènge Kedma. Ana-ana sèra ka, jꞌajꞌi bèi-baki nèti canguru dua suku, dhu èci-èci ka dènge kabarai ra. Ra pangare kabarai ra èci-èci, madhutu ngara bèi-baki ra.","Inilah nama anak-anak laki-laki Ismael sesuai nama-nama mereka: Nebayot, anak sulung Ismael, lalu Kedar, Adbeel, Mibsam, Misyma, Duma, Masa, Hadad, Tema, Yetur, Nafish, dan Kedma. Itulah keturunan Ismael dan itulah nama-nama mereka sesuai kampung dan pemukiman mereka, masing-masing dua belas pemimpin menurut suku-suku mereka."
duma,1,"Ana-ana Ismael, mone dhèu canguru dua. Ngara ra dhu madhutu nèti dhu uru tèka dꞌai ana limuri tèka, nuka: Nebayot, Kedar, Adbeel, Mibsam, Misma, Duma, Masa, Hadad, Tema, Yetur, Nafis, dènge Kedma. Ana-ana sèra ka, jꞌajꞌi bèi-baki nèti canguru dua suku, dhu èci-èci ka dènge kabarai ra. Ra pangare kabarai ra èci-èci, madhutu ngara bèi-baki ra.","Inilah nama anak-anak laki-laki Ismael sesuai nama-nama mereka: Nebayot, anak sulung Ismael, lalu Kedar, Adbeel, Mibsam, Misyma, Duma, Masa, Hadad, Tema, Yetur, Nafish, dan Kedma. Itulah keturunan Ismael dan itulah nama-nama mereka sesuai kampung dan pemukiman mereka, masing-masing dua belas pemimpin menurut suku-suku mereka."
tema,1,"Ana-ana Ismael, mone dhèu canguru dua. Ngara ra dhu madhutu nèti dhu uru tèka dꞌai ana limuri tèka, nuka: Nebayot, Kedar, Adbeel, Mibsam, Misma, Duma, Masa, Hadad, Tema, Yetur, Nafis, dènge Kedma. Ana-ana sèra ka, jꞌajꞌi bèi-baki nèti canguru dua suku, dhu èci-èci ka dènge kabarai ra. Ra pangare kabarai ra èci-èci, madhutu ngara bèi-baki ra.","Inilah nama anak-anak laki-laki Ismael sesuai nama-nama mereka: Nebayot, anak sulung Ismael, lalu Kedar, Adbeel, Mibsam, Misyma, Duma, Masa, Hadad, Tema, Yetur, Nafish, dan Kedma. Itulah keturunan Ismael dan itulah nama-nama mereka sesuai kampung dan pemukiman mereka, masing-masing dua belas pemimpin menurut suku-suku mereka."
yetur,1,"Ana-ana Ismael, mone dhèu canguru dua. Ngara ra dhu madhutu nèti dhu uru tèka dꞌai ana limuri tèka, nuka: Nebayot, Kedar, Adbeel, Mibsam, Misma, Duma, Masa, Hadad, Tema, Yetur, Nafis, dènge Kedma. Ana-ana sèra ka, jꞌajꞌi bèi-baki nèti canguru dua suku, dhu èci-èci ka dènge kabarai ra. Ra pangare kabarai ra èci-èci, madhutu ngara bèi-baki ra.","Inilah nama anak-anak laki-laki Ismael sesuai nama-nama mereka: Nebayot, anak sulung Ismael, lalu Kedar, Adbeel, Mibsam, Misyma, Duma, Masa, Hadad, Tema, Yetur, Nafish, dan Kedma. Itulah keturunan Ismael dan itulah nama-nama mereka sesuai kampung dan pemukiman mereka, masing-masing dua belas pemimpin menurut suku-suku mereka."
nafish,1,"Ana-ana Ismael, mone dhèu canguru dua. Ngara ra dhu madhutu nèti dhu uru tèka dꞌai ana limuri tèka, nuka: Nebayot, Kedar, Adbeel, Mibsam, Misma, Duma, Masa, Hadad, Tema, Yetur, Nafis, dènge Kedma. Ana-ana sèra ka, jꞌajꞌi bèi-baki nèti canguru dua suku, dhu èci-èci ka dènge kabarai ra. Ra pangare kabarai ra èci-èci, madhutu ngara bèi-baki ra.","Inilah nama anak-anak laki-laki Ismael sesuai nama-nama mereka: Nebayot, anak sulung Ismael, lalu Kedar, Adbeel, Mibsam, Misyma, Duma, Masa, Hadad, Tema, Yetur, Nafish, dan Kedma. Itulah keturunan Ismael dan itulah nama-nama mereka sesuai kampung dan pemukiman mereka, masing-masing dua belas pemimpin menurut suku-suku mereka."
kedma,1,"Ana-ana Ismael, mone dhèu canguru dua. Ngara ra dhu madhutu nèti dhu uru tèka dꞌai ana limuri tèka, nuka: Nebayot, Kedar, Adbeel, Mibsam, Misma, Duma, Masa, Hadad, Tema, Yetur, Nafis, dènge Kedma. Ana-ana sèra ka, jꞌajꞌi bèi-baki nèti canguru dua suku, dhu èci-èci ka dènge kabarai ra. Ra pangare kabarai ra èci-èci, madhutu ngara bèi-baki ra.","Inilah nama anak-anak laki-laki Ismael sesuai nama-nama mereka: Nebayot, anak sulung Ismael, lalu Kedar, Adbeel, Mibsam, Misyma, Duma, Masa, Hadad, Tema, Yetur, Nafish, dan Kedma. Itulah keturunan Ismael dan itulah nama-nama mereka sesuai kampung dan pemukiman mereka, masing-masing dua belas pemimpin menurut suku-suku mereka."
